# time	left pressure 1[N/cm²]	left pressure 2[N/cm²]	left pressure 3[N/cm²]	left pressure 4[N/cm²]	left pressure 5[N/cm²]	left pressure 6[N/cm²]	left pressure 7[N/cm²]	left pressure 8[N/cm²]	left pressure 9[N/cm²]	left pressure 10[N/cm²]	left pressure 11[N/cm²]	left pressure 12[N/cm²]	left pressure 13[N/cm²]	left pressure 14[N/cm²]	left pressure 15[N/cm²]	left pressure 16[N/cm²]	left acceleration X[g]	left acceleration Y[g]	left acceleration Z[g]	left angular X[dps]	left angular Y[dps]	left angular Z[dps]	left total force[N]	left center of pressure X[%]	left center of pressure Y[%]	right pressure 1[N/cm²]	right pressure 2[N/cm²]	right pressure 3[N/cm²]	right pressure 4[N/cm²]	right pressure 5[N/cm²]	right pressure 6[N/cm²]	right pressure 7[N/cm²]	right pressure 8[N/cm²]	right pressure 9[N/cm²]	right pressure 10[N/cm²]	right pressure 11[N/cm²]	right pressure 12[N/cm²]	right pressure 13[N/cm²]	right pressure 14[N/cm²]	right pressure 15[N/cm²]	right pressure 16[N/cm²]	right acceleration X[g]	right acceleration Y[g]	right acceleration Z[g]	right angular X[dps]	right angular Y[dps]	right angular Z[dps]	right total force[N]	right center of pressure X[%]	right center of pressure Y[%]	right steps[]	left steps[]
2.70	5.00	6.75	5.50	9.25	5.75	19.00	0.50	10.00	0.25	0.25	1.25	1.75	6.00	0.50	0.25	0.75	-0.195312	0.064941	0.954102	-23.799999	-0.560000	-3.080000	807.00	-0.14	-0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.25	0.00	0.00	0.00	0.00	0.00	-0.345215	-0.327637	1.572266	37.590000	-415.029999	90.370003	5.00	0.00	0.00		
2.71	4.00	5.75	5.00	8.25	5.50	18.50	0.50	10.00	0.25	0.50	1.25	2.00	6.25	0.50	0.00	1.00	-0.174805	0.068359	0.958984	-25.620001	-4.900000	-6.160000	769.00	-0.13	-0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.439941	-0.331543	1.702148	34.369999	-420.910004	71.260002	0.00	0.00	0.00		
2.72	3.50	5.25	4.25	7.25	5.25	17.75	0.75	10.25	0.25	0.50	1.75	2.00	6.50	0.25	0.25	1.00	-0.203125	0.067383	0.958008	-26.530001	-9.730000	-8.330000	744.00	-0.11	-0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.529785	-0.297363	1.827637	28.559999	-428.049988	51.730000	0.00	0.00	0.00		
2.73	2.75	5.00	4.00	6.50	5.25	17.25	0.75	10.25	0.25	0.75	1.75	2.50	6.75	0.50	0.25	1.25	-0.203613	0.057129	0.966797	-21.070000	-11.900000	-9.170000	731.00	-0.10	-0.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.621582	-0.218262	1.935547	24.080000	-434.910004	32.970001	0.00	0.00	0.00		
2.74	2.50	5.00	3.75	6.00	5.00	16.75	0.75	10.25	0.25	0.75	2.00	2.75	7.00	0.25	0.50	1.25	-0.183105	0.044434	0.960449	-12.390000	-9.380000	-7.700000	720.00	-0.09	-0.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.710449	-0.136719	2.010742	21.700001	-440.720001	16.309999	0.00	0.00	0.00		
2.75	2.25	4.00	3.25	5.50	4.75	16.25	0.75	10.25	0.25	1.00	2.25	3.00	7.50	0.75	0.50	1.50	-0.192383	0.054199	0.954590	-8.540000	-7.210000	-7.000000	707.00	-0.07	-0.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.830078	-0.036621	2.118164	23.730000	-446.809998	2.590000	0.00	0.00	0.00		
2.76	2.25	3.75	3.00	5.25	4.50	15.50	0.75	10.25	0.50	1.25	2.75	3.25	8.00	0.75	0.50	1.50	-0.178223	0.049316	0.959961	-7.070000	-6.230000	-6.580000	706.00	-0.06	-0.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.936523	0.048828	2.187500	29.889999	-450.660004	-7.070000	0.00	0.00	0.00		
2.77	1.25	3.50	2.75	4.50	4.50	14.75	0.75	10.25	0.50	1.50	3.25	4.00	8.25	0.50	0.75	1.75	-0.175781	0.055176	0.964844	-6.860000	-5.180000	-6.440000	694.00	-0.04	-0.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.011719	0.132812	2.278809	34.720001	-451.640015	-11.410000	0.00	0.00	0.00		
2.78	1.75	3.25	2.50	4.50	4.25	13.75	0.75	10.00	0.75	2.00	3.75	4.50	8.50	1.25	1.00	2.00	-0.166992	0.053711	0.958984	-7.980000	-3.430000	-6.720000	708.00	-0.03	-0.22	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.113770	0.240723	2.358398	36.610001	-450.450012	-9.310000	3.00	0.00	0.00		
2.79	1.75	3.00	2.25	3.75	3.75	12.25	0.75	9.75	1.25	2.50	5.00	5.25	8.75	1.75	1.00	2.00	-0.166504	0.052734	0.966309	-9.170000	-0.630000	-7.630000	708.00	-0.00	-0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.213379	0.350098	2.414551	36.470001	-444.779999	-0.420000	0.00	0.00	0.00		
2.80	1.50	2.50	2.00	2.75	3.50	10.50	0.75	9.50	2.00	3.00	6.75	6.50	9.00	2.50	1.25	2.50	-0.172852	0.054688	0.961914	-8.890000	1.610000	-9.030000	722.00	0.03	-0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.316406	0.419922	2.499023	36.959999	-433.929993	13.580000	0.00	0.00	0.00		
2.81	1.25	2.25	1.75	3.00	2.75	9.00	1.00	9.00	3.00	4.25	8.00	6.75	9.25	3.00	1.25	2.50	-0.176270	0.054688	0.968750	-8.050000	4.620000	-10.710000	737.00	0.06	-0.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.405762	0.459473	2.561035	42.000000	-420.350006	29.820000	0.00	0.00	0.00		
2.82	1.25	2.00	1.50	2.50	2.50	8.00	1.00	8.50	4.25	6.25	8.75	7.75	9.25	4.00	1.50	2.50	-0.183105	0.041992	0.964844	-6.230000	7.350000	-12.600000	772.00	0.08	-0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.539062	0.458496	2.603516	56.209999	-407.260010	44.170002	0.00	0.00	0.00		
2.83	1.25	2.00	1.50	2.00	2.00	7.00	1.00	8.25	5.50	7.75	9.75	8.25	9.75	4.50	1.50	2.75	-0.179199	0.046387	0.968750	-2.940000	10.570000	-14.350000	804.00	0.10	-0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.738770	0.375977	2.626465	77.980003	-397.040009	52.709999	0.00	0.00	0.00		
2.84	1.25	1.50	1.00	2.00	1.50	6.25	1.00	7.75	7.50	8.75	11.00	9.00	9.75	5.00	1.75	3.00	-0.181641	0.038086	0.964355	1.260000	13.510000	-15.260000	839.00	0.13	-0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2.028809	0.284668	2.582031	98.910004	-387.309998	54.250000	0.00	0.00	0.00		
2.85	1.00	1.25	1.00	1.75	1.00	5.50	1.00	7.25	8.75	9.50	12.00	9.75	10.25	6.00	2.00	3.50	-0.172852	0.039551	0.966797	5.740000	16.520000	-15.400000	871.00	0.15	-0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2.389160	0.157715	2.345703	113.400002	-372.540009	49.279999	0.00	0.00	0.00		
2.86	1.50	1.00	0.75	1.75	0.75	5.00	1.00	7.00	9.50	10.25	13.00	10.50	10.50	7.00	2.00	3.50	-0.183105	0.035156	0.970703	10.990000	20.650000	-14.910000	905.00	0.15	-0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2.728516	0.036621	1.888184	120.050003	-349.720001	40.250000	0.00	0.00	0.00		
2.87	0.75	1.25	0.75	1.75	0.75	4.00	1.00	6.50	10.25	11.00	13.75	11.25	10.50	7.75	2.25	3.50	-0.201172	0.041504	0.963867	20.299999	34.650002	-12.390000	924.00	0.17	-0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3.049805	-0.054688	1.404785	123.410004	-316.049988	32.619999	0.00	0.00	0.00		
2.88	1.00	0.50	0.75	1.75	0.25	3.75	1.00	6.00	11.00	11.75	14.75	12.00	10.75	8.25	2.50	4.25	-0.208984	0.041504	0.984375	29.260000	51.450001	-11.410000	953.00	0.18	-0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3.359375	-0.224121	1.083496	128.800003	-270.619995	31.010000	0.00	0.00	0.00		
2.89	1.00	1.00	0.75	1.75	0.50	3.25	1.00	5.75	11.75	12.50	16.00	13.00	11.00	8.75	2.50	4.25	-0.230957	0.071777	0.974609	46.900002	93.449997	-11.830000	999.00	0.18	-0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3.666016	-0.469727	0.792969	129.360001	-221.130005	38.430000	0.00	0.00	0.00		
2.90	1.00	1.00	0.75	1.50	0.25	2.75	1.00	5.25	12.50	13.25	16.75	13.50	11.00	9.50	2.75	4.50	-0.252930	0.068848	1.001953	49.000000	118.230003	-11.970000	1021.00	0.19	-0.09	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-4.229980	-0.795410	0.207520	88.620003	-120.959999	55.510002	3.00	0.00	0.00		
2.91	1.00	1.25	0.50	1.50	0.25	2.50	1.00	5.00	13.25	13.75	17.75	14.25	11.25	10.00	3.00	4.75	-0.278320	0.082520	1.000000	44.099998	149.589996	-13.160000	1058.00	0.20	-0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-4.366211	-0.863281	0.144531	61.810001	-69.720001	47.180000	0.00	0.00	0.00		
2.92	1.00	1.25	0.25	1.75	0.25	2.25	1.00	4.75	13.75	14.50	18.50	15.00	11.25	11.00	3.00	5.00	-0.311523	0.082520	1.014648	36.540001	181.369995	-14.140000	1092.00	0.20	-0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-4.445801	-0.842285	0.212891	36.049999	-17.430000	24.990000	0.00	0.00	0.00		
2.93	1.00	0.75	0.25	1.00	0.00	2.00	1.00	4.00	14.50	15.00	19.25	15.50	11.00	11.75	3.00	5.25	-0.314453	0.062012	1.014160	28.139999	211.960007	-14.070000	1096.00	0.21	-0.07	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-4.143066	-0.668945	0.086914	5.950000	38.220001	-3.710000	3.00	0.00	0.00		
2.94	0.75	1.00	0.50	1.25	0.00	1.75	1.00	3.50	14.75	15.25	19.75	16.00	10.75	12.75	3.25	5.50	-0.369629	0.093262	1.058105	21.700001	243.110001	-13.440001	1117.00	0.21	-0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3.717773	-0.325195	0.314453	-22.190001	88.900002	-29.750000	0.00	0.00	0.00		
2.95	1.25	0.75	0.25	1.00	0.25	1.50	1.25	3.25	15.00	15.75	20.25	15.75	10.25	13.25	4.00	5.75	-0.429688	0.114746	1.125977	18.200001	273.559998	-15.190001	1135.00	0.22	-0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3.207520	0.006836	0.759766	-28.559999	129.289993	-45.290001	0.00	0.00	0.00		
2.96	1.00	1.00	0.25	0.75	0.25	1.50	1.50	3.00	15.00	16.00	20.50	16.00	9.75	14.00	4.50	6.00	-0.457520	0.111816	1.132812	15.960000	303.660004	-19.040001	1148.00	0.22	-0.05	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2.132812	-0.284668	8.206543	10.990000	429.660004	39.060001	10.00	0.00	0.00		
2.97	0.75	1.25	0.25	1.00	0.00	1.25	1.75	2.50	15.00	16.25	20.50	15.75	9.00	14.25	5.00	6.50	-0.540039	0.120605	1.180176	13.930000	337.399994	-24.010000	1145.00	0.23	-0.05	2.50	4.00	0.50	0.50	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.286133	1.314941	-1.191406	-74.129997	305.130005	60.130001	77.00	-0.38	-0.05	221.00	
2.98	0.50	1.25	0.25	1.00	0.25	1.25	2.25	2.25	14.75	16.50	20.75	15.50	8.50	14.75	5.25	6.75	-0.556152	0.119141	1.167969	10.780000	378.140015	-29.960001	1152.00	0.23	-0.04	15.50	16.75	1.50	3.00	0.25	0.00	0.00	0.00	0.00	0.50	0.50	0.50	0.00	0.00	0.00	0.00	0.731934	0.919434	-0.013184	-48.230000	178.710007	85.330002	383.00	-0.36	-0.04		
2.99	0.75	1.00	0.00	0.75	0.00	1.00	2.50	2.00	14.25	16.50	20.50	15.25	7.75	14.75	5.25	7.00	-0.634766	0.151367	1.162598	7.210000	424.619995	-38.009998	1124.00	0.23	-0.04	24.50	23.50	3.00	5.75	0.25	0.00	0.00	0.00	0.00	0.25	0.50	0.25	0.00	0.00	0.00	0.00	-2.149902	-1.179688	0.817871	21.770000	360.709991	100.309998	580.00	-0.38	-0.04		
3.00	0.50	1.00	0.25	0.75	0.00	0.75	2.75	1.75	13.25	16.25	20.25	14.50	7.00	14.75	5.25	7.00	-0.681152	0.184570	1.193359	2.800000	476.559998	-48.299999	1089.00	0.23	-0.04	27.25	24.50	4.75	9.25	0.50	0.75	0.00	0.00	0.00	0.25	0.75	0.25	0.00	0.00	0.00	0.00	-1.142578	-0.751465	3.898926	-45.009998	553.489990	52.570000	689.00	-0.36	-0.04		
3.01	0.50	0.75	0.00	0.00	0.00	1.00	3.00	1.50	11.50	15.50	19.50	14.00	6.25	14.50	5.00	7.00	-0.795898	0.104492	1.315430	-6.930000	530.109985	-56.070000	1023.00	0.24	-0.04	28.75	25.00	7.75	12.25	0.75	3.00	0.00	0.00	0.00	0.50	0.75	0.75	0.00	0.00	0.00	0.00	-1.121582	-0.548340	6.452148	-52.080002	433.790009	15.330000	810.00	-0.34	-0.05		
3.02	0.00	0.25	0.00	0.00	0.00	0.75	3.00	1.25	9.75	13.75	17.75	13.00	5.50	14.75	4.75	6.50	-0.983398	0.178711	1.449707	-22.469999	579.109985	-59.290001	927.00	0.25	-0.03	27.00	24.00	8.75	13.75	1.25	6.25	0.00	0.25	0.00	0.50	1.00	1.00	0.00	0.00	0.00	0.00	-0.533691	0.130859	2.545898	-35.139999	276.010010	-18.270000	861.00	-0.33	-0.06		215.00
3.03	0.25	0.50	0.00	0.00	0.00	0.00	2.75	0.50	7.75	11.00	14.75	11.00	4.00	15.00	4.25	5.75	-2.791016	-0.041992	2.669922	-35.070000	621.880005	-47.110001	781.00	0.26	-0.02	24.75	22.75	9.50	15.50	2.00	9.00	0.00	0.75	0.00	0.50	1.00	1.00	0.00	0.00	0.00	0.00	-0.111816	0.718750	1.060547	-4.270000	223.509995	-8.610000	899.00	-0.31	-0.08		
3.04	0.00	0.00	0.00	0.00	0.00	0.00	2.25	0.25	5.25	8.75	11.75	9.00	3.00	14.50	3.50	4.75	-2.791016	-0.041992	2.669922	-35.070000	621.880005	-47.110001	628.00	0.27	-0.02	23.50	22.50	10.50	16.75	3.00	12.25	0.00	1.75	0.00	0.50	1.25	1.50	0.25	0.00	0.00	0.25	-0.290039	0.334961	1.431641	-18.410000	241.290009	15.120000	982.00	-0.29	-0.09		
3.05	0.25	0.25	0.00	0.00	0.00	0.00	1.75	0.00	3.00	6.50	9.50	7.25	2.25	12.75	2.75	3.50	-3.945312	0.412598	3.609863	-3.500000	638.539978	-16.379999	490.00	0.27	-0.02	23.75	22.00	11.25	17.25	4.50	14.25	0.00	3.00	0.00	0.25	1.50	1.50	0.50	0.00	0.00	0.25	-0.272461	0.114746	1.727051	-57.750000	211.960007	21.350000	1053.00	-0.28	-0.10		
3.06	0.25	0.25	0.00	0.00	0.00	0.00	1.25	0.00	2.25	4.75	7.50	6.25	1.75	11.25	2.25	3.00	-3.226074	0.423340	3.412598	32.759998	661.080017	9.450000	398.00	0.27	-0.02	23.25	21.75	12.00	17.75	5.50	15.25	0.00	4.00	0.00	0.75	1.50	1.50	0.25	0.00	0.00	0.50	-0.245605	-0.062012	1.565918	-81.760002	140.419998	11.270000	1101.00	-0.27	-0.10		
3.07	0.25	0.00	0.00	0.00	0.00	0.00	0.75	0.00	1.50	3.50	5.75	5.25	1.50	9.50	2.00	2.25	-2.507812	1.380859	4.353516	132.720001	631.539978	-14.350000	313.00	0.28	-0.03	24.00	21.75	12.50	17.75	6.25	16.00	0.25	5.00	0.00	0.75	1.50	1.50	0.75	0.00	0.00	0.50	-0.184082	0.106445	1.258789	-67.620003	82.320000	0.560000	1154.00	-0.26	-0.10		
3.08	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	1.00	2.75	4.50	4.25	1.25	7.50	1.50	1.50	-2.507812	1.380859	4.353516	132.720001	631.539978	-14.350000	236.00	0.29	-0.04																											
3.09	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	1.00	2.25	3.25	3.25	1.00	3.00	0.50	0.75	-1.517578	1.133789	5.559082	157.919998	554.960022	-47.180000	152.00	0.26	-0.06	24.50	21.75	13.00	18.00	7.00	17.00	0.25	5.50	0.00	0.75	1.25	1.25	0.75	0.00	0.00	0.75	-0.147461	0.094238	1.048828	-56.560001	17.710001	3.360000	1190.00	-0.26	-0.10		
3.10	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.50	2.00	1.50	0.75	1.00	0.50	0.25	2.504883	0.673340	4.318848	201.949997	288.610016	-109.620003	77.00	0.23	-0.11	24.75	21.25	13.25	18.25	7.25	17.00	0.25	6.00	0.00	0.75	1.50	1.50	0.75	0.00	0.00	0.75	-0.144531	0.123047	1.001953	-45.009998	7.280000	2.590000	1209.00	-0.26	-0.11		
3.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.75	2.25	1.75	0.50	0.50	0.50	0.50	2.692383	1.696289	3.054199	59.639999	191.589996	-112.770004	70.00	0.25	-0.13	24.50	21.25	13.25	18.00	7.50	17.50	0.25	5.75	0.00	0.75	1.25	1.50	1.00	0.00	0.00	0.50	-0.144531	0.104004	1.006348	-36.049999	3.010000	3.500000	1207.00	-0.26	-0.11		
3.12	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.25	1.75	1.25	0.50	0.00	0.25	0.25	1.794922	1.680664	4.700195	-52.639999	-52.220001	-52.220001	55.00	0.20	-0.14	23.75	20.75	13.00	17.75	7.50	17.50	0.25	6.25	0.00	0.75	1.00	1.75	1.00	0.00	0.00	0.50	-0.135254	0.098145	1.015625	-23.870001	0.000000	4.270000	1196.00	-0.25	-0.11		
3.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.75	1.75	1.25	0.25	0.25	0.00	0.00	1.094727	0.934570	2.695312	-43.959999	-236.250000	16.660000	47.00	0.00	0.00	22.75	20.00	12.50	17.50	7.50	17.75	0.25	6.50	0.00	0.75	1.25	1.50	0.75	0.00	0.00	0.75	-0.145508	0.097656	1.000000	-11.340000	-2.660000	4.550000	1177.00	-0.25	-0.11		
3.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	1.00	1.50	1.00	0.00	0.25	0.00	0.25	0.649902	0.648438	2.096191	-66.290001	-289.730011	41.509998	43.00	0.00	0.00	21.00	19.25	12.00	17.00	7.25	18.00	0.25	6.75	0.00	0.25	1.25	1.50	1.25	0.00	0.25	0.50	-0.147949	0.113770	1.000000	-0.630000	-4.130000	6.230000	1145.00	-0.25	-0.12		
3.15	0.25	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.25	1.00	0.25	0.00	0.00	0.00	0.527344	0.502930	1.505371	-59.150002	-302.540009	50.680000	41.00	0.00	0.00	18.50	18.25	11.25	16.50	6.75	17.75	0.25	7.25	0.00	0.75	1.25	1.50	1.25	0.00	0.00	1.00	-0.128418	0.104492	0.997559	9.520000	-4.690000	8.190000	1100.00	-0.24	-0.13		
3.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	1.25	0.75	0.00	0.00	0.00	0.00	0.429688	0.422852	1.387695	-29.400000	-312.480011	49.139999	29.00	0.00	0.00	16.25	16.75	10.25	15.75	6.25	17.75	0.25	7.75	0.25	0.75	1.25	1.75	1.75	0.00	0.00	0.75	-0.134277	0.094238	0.988281	18.620001	-5.740000	9.240000	1055.00	-0.23	-0.14		
3.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.50	0.75	0.00	0.00	0.00	0.00	0.320801	0.217773	1.458984	5.950000	-334.459991	41.509998	16.00	0.00	0.00	13.25	15.00	9.25	14.75	6.00	17.50	0.25	8.25	0.00	0.75	1.00	1.50	1.75	0.00	0.00	0.50	-0.121094	0.105469	0.996582	23.100000	-6.370000	10.290000	978.00	-0.22	-0.15		
3.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	1.00	0.75	0.00	0.00	0.00	0.00	0.233398	-0.045898	1.538086	32.340000	-366.940002	36.400002	24.00	0.00	0.00	10.25	13.25	8.25	13.75	5.50	17.50	0.25	8.75	0.00	0.75	1.25	1.75	2.50	0.00	0.00	0.75	-0.112305	0.111816	0.978516	23.309999	-5.250000	10.360000	924.00	-0.20	-0.16		
3.19	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	1.00	0.25	0.25	0.00	0.00	0.00	0.114746	-0.226562	1.502930	37.939999	-397.880005	34.160000	26.00	0.00	0.00	8.25	11.00	7.00	12.50	5.00	17.50	0.25	9.00	0.00	0.75	1.50	2.00	3.00	0.00	0.00	0.50	-0.113770	0.111816	0.954590	17.570000	-3.500000	9.450000	861.00	-0.18	-0.18		
3.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	1.00	0.25	0.00	0.00	0.00	0.00	-0.041992	-0.325195	1.391113	25.690001	-417.059998	32.689999	18.00	0.00	0.00	6.50	9.25	6.00	11.25	4.00	17.00	0.25	9.25	0.00	0.75	1.25	2.00	3.50	0.00	0.25	0.75	-0.108398	0.126953	0.944336	4.340000	0.140000	7.770000	795.00	-0.17	-0.19		
3.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.75	0.25	0.00	0.00	0.00	0.00	-0.176270	-0.343262	1.358398	6.790000	-424.480011	30.940001	13.00	0.00	0.00	5.00	7.75	5.00	10.25	3.75	16.50	0.25	9.75	0.00	1.00	1.50	2.25	3.75	0.00	0.00	0.75	-0.116699	0.124512	0.928711	-10.920000	4.200000	6.720000	751.00	-0.15	-0.21		
3.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.25	0.00	0.00	0.00	0.00	0.00	-0.239746	-0.320312	1.354492	-13.930000	-427.700012	25.760000	5.00	0.00	0.00	4.00	6.50	4.00	9.25	3.50	16.25	0.25	9.75	0.00	1.00	1.75	2.50	4.75	0.00	0.00	0.75	-0.099609	0.132324	0.924805	-30.240000	7.350000	3.360000	715.00	-0.13	-0.22		
3.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.75	0.25	0.00	0.00	0.00	0.00	-0.263184	-0.238281	1.255859	-31.010000	-430.429993	15.750000	13.00	0.00	0.00	3.00	5.25	3.00	8.25	3.25	15.50	0.25	10.00	0.00	1.25	2.00	2.50	5.00	0.00	0.00	0.75	-0.045898	0.153809	0.985352	-58.170002	7.770000	-1.540000	671.00	-0.11	-0.23		
3.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	-0.343750	-0.093750	1.283203	-34.790001	-431.059998	2.240000	5.00	0.00	0.00	2.25	5.00	2.75	7.75	3.25	15.00	0.50	10.25	0.25	1.50	2.25	3.00	5.50	0.00	0.25	1.00	-0.121094	0.095703	0.938477	-83.580002	2.520000	-7.350000	677.00	-0.09	-0.23		
3.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	-0.421387	-0.024414	1.356934	-24.570000	-427.350006	-13.510000	5.00	0.00	0.00	2.25	4.00	2.50	6.50	3.25	14.50	0.50	10.00	0.25	1.50	2.50	3.25	6.00	0.00	0.25	1.25	-0.159668	0.103516	1.013672	-94.500000	-4.410000	-12.110000	653.00	-0.08	-0.23		
3.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	-0.465820	-0.018555	1.513672	-8.330000	-423.290009	-30.100000	5.00	0.00	0.00	2.00	3.50	2.50	6.25	3.00	13.50	0.75	10.00	0.50	1.75	2.75	3.50	6.75	0.00	0.00	1.50	-0.172852	0.088379	1.049316	-69.720001	-9.520000	-13.930000	650.00	-0.07	-0.23		
3.27	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	-0.545410	-0.002930	1.677246	4.200000	-423.850006	-46.200001	5.00	0.00	0.00	2.25	3.50	1.75	5.50	3.00	12.75	0.75	9.75	0.50	2.00	3.50	4.25	7.00	0.00	0.25	1.75	-0.137207	0.070801	1.006348	-37.660000	-10.920000	-13.020000	649.00	-0.05	-0.23		
3.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	-0.709961	0.043945	1.778809	12.740000	-427.910004	-61.320000	5.00	0.00	0.00	1.50	2.75	2.00	5.00	3.00	11.50	0.75	9.25	1.00	2.50	3.75	4.50	7.25	0.00	0.75	2.25	-0.118164	0.087891	0.973145	-19.389999	-7.840000	-9.380000	637.00	-0.02	-0.23		
