# time	left pressure 1[N/cm²]	left pressure 2[N/cm²]	left pressure 3[N/cm²]	left pressure 4[N/cm²]	left pressure 5[N/cm²]	left pressure 6[N/cm²]	left pressure 7[N/cm²]	left pressure 8[N/cm²]	left pressure 9[N/cm²]	left pressure 10[N/cm²]	left pressure 11[N/cm²]	left pressure 12[N/cm²]	left pressure 13[N/cm²]	left pressure 14[N/cm²]	left pressure 15[N/cm²]	left pressure 16[N/cm²]	left acceleration X[g]	left acceleration Y[g]	left acceleration Z[g]	left angular X[dps]	left angular Y[dps]	left angular Z[dps]	left total force[N]	left center of pressure X[%]	left center of pressure Y[%]	right pressure 1[N/cm²]	right pressure 2[N/cm²]	right pressure 3[N/cm²]	right pressure 4[N/cm²]	right pressure 5[N/cm²]	right pressure 6[N/cm²]	right pressure 7[N/cm²]	right pressure 8[N/cm²]	right pressure 9[N/cm²]	right pressure 10[N/cm²]	right pressure 11[N/cm²]	right pressure 12[N/cm²]	right pressure 13[N/cm²]	right pressure 14[N/cm²]	right pressure 15[N/cm²]	right pressure 16[N/cm²]	right acceleration X[g]	right acceleration Y[g]	right acceleration Z[g]	right angular X[dps]	right angular Y[dps]	right angular Z[dps]	right total force[N]	right center of pressure X[%]	right center of pressure Y[%]	right steps[]	left steps[]
2.11	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.75	0.50	0.00	0.00	0.00	0.00	0.171875	-0.137695	1.134766	-6.790000	-337.890015	30.870001	18.00	0.00	0.00	8.75	7.25	9.00	9.25	11.00	12.25	1.50	6.25	1.25	2.00	1.75	2.00	3.00	0.50	0.75	2.00	-0.135742	0.056152	0.987793	-5.040000	-3.710000	-0.840000	857.00	-0.14	-0.11		
2.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.25	0.75	0.75	0.00	0.00	0.00	0.00	0.087891	-0.147949	1.128906	-18.410000	-350.209991	35.139999	22.00	0.00	0.00	7.00	6.25	8.50	8.50	10.50	11.50	1.50	6.00	1.50	2.00	2.25	1.75	2.75	0.50	0.50	2.25	-0.142578	0.044922	0.989746	-5.600000	-2.800000	-1.190000	801.00	-0.13	-0.11		
2.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.75	0.25	0.00	0.00	0.00	0.00	0.026855	-0.135742	1.145508	-28.070000	-360.500000	35.840000	13.00	0.00	0.00	6.00	5.75	7.50	7.75	10.00	10.75	1.75	6.00	2.00	2.50	2.50	2.25	3.00	0.50	0.75	2.25	-0.140625	0.043457	0.984863	-5.880000	-2.520000	-1.330000	781.00	-0.11	-0.11		
2.14	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.75	0.25	0.00	0.00	0.00	0.00	0.015625	-0.094727	1.196289	-33.810001	-369.320007	32.060001	16.00	0.00	0.00	5.25	5.25	6.50	7.50	9.75	10.25	1.75	6.00	2.50	2.75	2.75	2.25	2.75	0.75	1.00	2.25	-0.138184	0.040039	0.987793	-5.950000	-2.800000	-1.120000	761.00	-0.10	-0.11		
2.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.50	0.00	0.00	0.00	0.00	0.00	-0.035156	-0.067383	1.315430	-32.689999	-379.820007	23.940001	8.00	0.00	0.00	4.25	4.75	6.00	6.50	9.25	9.50	2.00	5.75	3.00	2.75	3.00	2.25	3.00	1.00	1.00	2.50	-0.138672	0.042969	0.990723	-5.600000	-2.590000	-0.560000	730.00	-0.08	-0.10		
2.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	-0.139648	-0.044434	1.491699	-24.780001	-390.880005	11.480000	5.00	0.00	0.00	3.75	4.00	5.25	5.75	8.75	9.00	2.25	5.75	3.50	3.25	3.50	2.50	3.25	1.00	1.25	2.50	-0.143066	0.036133	0.996094	-5.110000	-1.750000	0.350000	719.00	-0.05	-0.10		
2.17	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.25	0.00	0.00	0.00	0.00	-0.275391	-0.020020	1.705566	-11.410000	-401.730011	-5.250000	13.00	0.00	0.00	3.00	3.50	4.75	5.25	8.25	8.25	2.25	5.50	4.50	3.75	3.75	3.00	3.50	1.00	1.00	2.75	-0.140625	0.042969	0.989258	-4.480000	-0.490000	1.540000	705.00	-0.03	-0.09		
2.18	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.452148	0.018066	1.888672	4.270000	-413.630005	-24.850000	2.00	0.00	0.00	2.75	3.00	4.25	5.00	7.50	7.75	2.50	5.25	5.00	4.50	4.50	3.00	3.50	1.50	1.25	2.75	-0.141602	0.044922	0.990723	-3.920000	0.980000	2.170000	705.00	-0.01	-0.09		
2.19	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	-0.672363	0.069824	2.007812	19.950001	-425.250000	-44.099998	5.00	0.00	0.00	2.25	3.00	3.25	4.25	6.75	7.00	2.75	5.00	6.00	5.75	5.25	3.25	3.75	1.75	1.25	3.00	-0.149414	0.044434	0.993652	-3.430000	2.380000	2.590000	706.00	0.02	-0.08		
2.20	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	-0.953613	0.108887	1.894043	36.750000	-435.679993	-59.779999	7.00	0.00	0.00	2.00	2.75	2.75	3.50	6.00	6.25	2.75	5.00	6.75	7.00	6.50	3.50	3.75	2.00	1.25	3.00	-0.145020	0.047852	0.986816	-3.290000	3.430000	2.730000	712.00	0.05	-0.07		
2.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.096191	0.119629	1.883789	56.000000	-440.440002	-72.730003	0.00	0.00	0.00	2.00	2.00	2.25	2.25	5.25	5.25	3.00	4.25	7.75	7.75	7.50	3.50	4.00	2.25	1.50	3.25	-0.145508	0.046387	0.987305	-3.430000	4.200000	2.800000	699.00	0.08	-0.05		
2.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.260254	0.132324	1.844727	69.440002	-434.070007	-79.590004	0.00	0.00	0.00	1.50	2.25	2.00	2.25	4.50	4.25	3.00	4.00	8.25	8.50	8.25	4.00	3.75	2.75	2.00	3.25	-0.142090	0.037109	0.985840	-3.710000	5.460000	2.380000	705.00	0.10	-0.05		
2.23	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	-1.328125	0.166504	1.864258	74.059998	-421.750000	-77.699997	5.00	0.00	0.00	1.50	1.50	2.00	1.50	3.50	3.50	3.25	3.25	9.00	9.25	8.75	4.25	3.75	3.25	1.75	3.25	-0.146973	0.043457	0.989258	-3.430000	6.790000	1.960000	690.00	0.12	-0.03		
2.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.324707	0.198242	1.887695	71.680000	-408.100006	-68.180000	0.00	0.00	0.00	1.50	1.75	2.00	2.00	2.75	2.25	3.50	2.50	9.75	9.75	9.25	4.75	3.50	4.00	2.00	3.25	-0.137695	0.052734	0.995605	-2.870000	8.540000	0.980000	701.00	0.14	-0.02		
2.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.319336	0.273438	1.889160	64.750000	-393.820007	-52.920002	0.00	0.00	0.00	1.25	1.25	1.75	1.25	2.25	2.00	3.50	2.50	10.75	10.25	9.75	5.50	3.75	4.75	1.75	3.50	-0.145996	0.056152	0.988281	-2.170000	11.270000	-0.490000	713.00	0.16	-0.01		
2.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.241211	0.362305	1.910156	54.180000	-378.279999	-34.580002	0.00	0.00	0.00	1.25	1.25	1.00	1.50	1.75	1.25	3.50	1.75	11.50	10.75	10.50	5.50	3.50	5.25	2.25	3.50	-0.145996	0.046387	0.992188	-1.260000	14.140000	-1.680000	713.00	0.17	0.00		
2.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	-1.157227	0.639648	2.135254	37.730000	-346.850006	1.820000	2.00	0.00	0.00	1.25	1.25	1.00	1.00	1.50	1.25	3.50	1.75	12.50	11.50	11.00	6.25	3.50	5.75	2.25	3.75	-0.151855	0.039551	1.001465	0.490000	18.620001	-2.450000	744.00	0.18	0.01		
2.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.110352	0.806152	2.375000	51.730000	-338.660004	18.830000	0.00	0.00	0.00	0.75	1.00	0.75	1.00	1.25	0.75	3.75	1.50	13.50	12.00	11.50	7.00	3.75	6.75	2.50	4.75	-0.165527	0.040039	0.982422	4.340000	27.510000	-2.240000	776.00	0.20	0.01		
2.29	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.237305	0.873535	2.570801	85.120003	-340.130005	34.650002	3.00	0.00	0.00	1.00	0.75	0.75	1.00	1.25	0.25	3.75	1.25	14.25	12.75	12.00	7.50	3.75	7.50	2.50	4.25	-0.177734	0.046387	0.990234	10.430000	42.560001	-0.980000	799.00	0.21	0.02		
2.30	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2.580078	-0.231445	5.125977	64.610001	-311.989990	54.670002	3.00	0.00	0.00	1.00	1.00	1.00	1.00	1.25	0.25	3.50	1.00	15.00	13.25	12.75	8.00	3.75	8.25	2.50	5.00	-0.181641	0.048340	0.991211	14.700000	51.310001	0.280000	835.00	0.21	0.02		
2.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.838379	0.520508	2.203613	56.770000	-298.549988	72.730003	0.00	0.00	0.00	1.00	1.00	0.75	0.75	1.00	0.25	3.75	1.00	15.75	13.75	13.50	8.50	4.00	9.00	3.00	5.00	-0.190918	0.052246	1.000488	16.030001	63.000000	-0.070000	872.00	0.22	0.02		
2.32	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2.175781	0.899902	2.208984	66.779999	-329.350006	84.840004	5.00	0.00	0.00	0.75	0.75	0.75	1.25	0.75	0.00	3.50	1.00	16.50	14.25	14.00	9.00	4.25	9.50	3.00	5.25	-0.199219	0.053223	1.007812	17.010000	75.040001	0.280000	897.00	0.22	0.02		
2.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2.676270	1.026367	1.842285	139.789993	-338.029999	96.250000	0.00	0.00	0.00	1.25	0.25	0.25	0.25	0.75	0.00	3.50	0.75	17.25	15.00	14.75	9.25	4.75	10.50	3.00	5.50	-0.214844	0.061523	1.051270	17.010000	95.410004	-0.770000	919.00	0.23	0.02		
2.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3.171387	0.604980	1.659668	240.169998	-345.029999	115.150002	0.00	0.00	0.00	1.25	0.50	0.75	0.75	0.75	0.00	3.25	0.75	17.75	15.50	15.25	9.75	4.50	11.50	3.25	5.75	-0.236816	0.051758	1.033691	11.760000	118.370003	-1.470000	962.00	0.23	0.02		
2.35	0.50	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3.977539	-0.305176	1.225586	287.839996	-289.029999	150.990005	10.00	0.00	0.00	1.00	0.50	0.50	1.00	0.75	0.00	3.00	0.50	18.50	15.75	15.75	10.25	5.00	12.50	3.75	6.00	-0.280273	0.077637	1.043945	8.400000	140.279999	-3.080000	994.00	0.23	0.02		
2.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-4.487793	-0.937012	0.365234	245.699997	-219.240005	193.899994	0.00	0.00	0.00	1.00	1.25	0.50	0.75	0.50	0.00	3.00	0.75	18.75	16.00	16.25	10.50	5.00	13.75	3.75	6.25	-0.283691	0.086426	1.043945	4.620000	160.089996	-6.440000	1025.00	0.23	0.02		
2.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-5.012695	-1.178223	-0.168945	144.339996	-154.699997	222.949997	0.00	0.00	0.00	1.00	1.00	0.50	0.75	0.50	0.25	2.75	0.50	19.25	16.50	16.75	10.75	5.00	15.00	4.75	6.50	-0.315918	0.070312	1.031250	0.210000	177.660004	-9.730000	1060.00	0.24	0.02		
2.38	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-5.344727	-1.385254	-0.374512	56.910000	-81.830002	224.979996	2.00	0.00	0.00	1.00	1.00	0.50	0.50	0.50	0.00	2.50	0.50	19.75	16.75	17.00	11.00	5.25	15.75	5.25	6.75	-0.342285	0.057129	1.056641	-1.610000	193.619995	-11.760000	1080.00	0.24	0.02		
2.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-5.144531	-1.512207	-0.481934	10.640000	-1.750000	195.509995	0.00	0.00	0.00	1.00	0.50	0.75	0.25	0.50	0.00	2.50	0.75	20.00	17.00	17.25	11.25	5.00	16.75	5.50	6.75	-0.355957	0.045410	1.101562	-1.120000	213.500000	-11.900000	1099.00	0.25	0.02		
2.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-4.477051	-1.474121	-0.242676	-13.020000	71.610001	135.729996	0.00	0.00	0.00	0.75	1.00	0.50	0.50	0.50	0.00	2.25	0.50	20.25	17.00	17.50	11.25	5.00	17.50	6.00	7.25	-0.409668	0.087891	1.129883	-2.870000	238.490005	-13.580000	1114.00	0.25	0.02		
2.41	0.25	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-7.744629	-0.808594	0.076660	-43.259998	129.149994	60.760002	5.00	0.00	0.00	1.00	1.00	0.50	0.75	0.50	0.25	2.25	0.75	20.25	17.25	17.25	11.25	5.00	18.25	6.50	7.50	-0.464355	0.114258	1.105957	-7.630000	268.100006	-20.020000	1139.00	0.25	0.02		
2.42	0.75	0.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.553223	-1.563477	0.003418	17.080000	339.709991	55.580002	15.00	0.00	0.00	1.00	1.00	0.25	0.00	0.25	0.00	2.25	0.75	20.25	17.50	17.25	11.00	5.00	19.00	6.75	7.75	-0.479980	0.101562	1.153320	-14.700000	298.549988	-29.260000	1133.00	0.25	0.02		211.00
2.43	2.00	3.00	0.50	0.50	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.485840	0.125977	0.786621	-60.130001	311.920013	9.660000	62.00	-0.37	-0.05	1.00	1.25	0.25	0.50	0.50	0.00	2.25	0.50	19.75	17.50	17.00	10.75	4.25	19.75	6.75	7.75	-0.550781	0.138184	1.110840	-22.190001	331.380005	-39.270000	1128.00	0.25	0.02		
2.44	7.75	13.75	1.00	1.75	0.25	0.00	0.00	0.00	0.00	0.00	0.50	0.25	0.00	0.00	0.00	0.00	0.830078	0.672363	2.848145	-104.580002	227.430008	-0.770000	248.00	-0.37	-0.07	1.00	1.25	0.25	0.25	0.25	0.00	2.50	0.50	19.25	17.25	16.75	10.75	4.00	20.00	6.75	7.75	-0.593750	0.133789	1.123535	-30.590000	368.339996	-49.420002	1114.00	0.25	0.02		
2.45	18.25	23.75	2.00	3.00	0.25	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.25	0.00	0.00	0.00	0.330566	0.545898	0.123535	-58.590000	164.779999	26.180000	473.00	-0.38	-0.05	0.75	0.75	0.00	0.25	0.25	0.00	2.50	0.25	18.25	16.75	16.25	10.25	3.50	20.00	6.75	7.50	-0.654297	0.088867	1.186523	-40.529999	411.739990	-58.730000	1066.00	0.26	0.03		
2.46	23.00	27.75	2.50	5.00	0.25	0.25	0.00	0.00	0.00	0.00	0.25	0.25	0.00	0.00	0.00	0.00	-0.855957	0.258789	3.303711	-62.860001	467.179993	40.040001	587.00	-0.38	-0.05	0.50	0.75	0.00	0.00	0.00	0.00	2.75	0.25	16.00	15.50	15.25	10.00	3.00	20.25	6.25	7.50	-0.802246	0.164551	1.145508	-52.849998	460.739990	-67.480003	998.00	0.27	0.03		
2.47	25.25	29.00	4.00	9.00	0.50	1.00	0.00	0.00	0.00	0.00	0.75	0.25	0.00	0.00	0.00	0.00	-0.914551	0.258789	4.535156	-62.860001	467.179993	40.040001	698.00	-0.37	-0.06	0.25	0.25	0.00	0.00	0.00	0.00	2.75	0.25	13.00	13.75	13.50	9.50	2.25	20.25	5.75	6.75	-1.002441	0.230957	1.234375	-63.630001	501.059998	-78.470001	894.00	0.27	0.03		
2.48	26.25	31.25	6.25	12.75	0.75	3.00	0.00	0.25	0.00	0.00	0.50	0.50	0.00	0.50	0.00	0.00	-0.597168	-0.624023	2.237305	-38.430000	273.769989	23.799999	828.00	-0.35	-0.07	0.00	0.75	0.00	0.00	0.00	0.00	2.50	0.00	9.50	11.25	11.75	8.50	1.25	20.00	5.00	6.00	-1.689453	0.360352	1.725098	-62.790001	526.890015	-81.410004	765.00	0.28	0.03		
2.49	25.75	30.75	7.50	16.75	1.50	7.00	0.00	0.50	0.00	0.00	0.50	0.25	0.25	0.25	0.00	0.00	-0.282715	0.099609	1.486816	2.170000	250.809998	-2.030000	929.00	-0.33	-0.08	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	7.00	9.25	9.50	7.25	1.00	18.25	3.75	5.00	-2.541016	0.428711	2.392090	-46.130001	546.489990	-67.550003	625.00	0.29	0.03		
2.50	25.50	31.00	9.00	20.50	2.25	10.00	0.00	1.25	0.00	0.00	0.50	0.75	0.50	0.50	0.00	0.00	-0.448242	0.156250	2.204102	3.570000	248.850006	-9.100000	1049.00	-0.32	-0.10	0.00	0.00	0.00	0.00	0.00	0.00	1.25	0.00	5.25	7.50	8.00	5.50	1.00	14.75	2.25	4.00	-2.937500	0.243652	3.059082	26.389999	571.549988	-61.670002	487.00	0.29	0.02		
2.51	24.75	30.75	10.25	23.00	3.25	14.00	0.25	2.25	0.00	0.00	0.75	1.25	1.00	0.25	0.00	0.00	-0.458496	0.403320	1.725586	-54.040001	181.720001	0.140000	1164.00	-0.30	-0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.00	3.75	6.00	6.25	4.25	1.00	11.50	2.00	3.50	-2.208984	0.486328	3.392578	49.700001	566.510010	-78.120003	380.00	0.29	0.01		
2.52	26.00	31.50	11.50	24.25	4.25	16.25	0.25	2.75	0.00	0.00	0.75	0.75	1.00	0.50	0.00	0.25	-0.260254	-0.091797	1.299316	-69.440002	127.470001	3.780000	1253.00	-0.29	-0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	2.50	4.50	5.00	3.50	1.00	8.75	1.00	2.50	-2.089844	0.780273	4.189453	53.410000	533.190002	-88.970001	284.00	0.29	0.00		
2.53	27.50	31.75	13.00	25.00	5.50	17.75	0.25	4.00	0.00	0.00	0.75	0.50	1.25	0.75	0.00	0.25	-0.184570	0.025879	1.281738	-52.709999	84.139999	-6.510000	1346.00	-0.28	-0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	2.00	3.75	3.50	2.75	0.75	5.50	1.25	1.75	-0.972656	0.858887	4.501465	46.689999	443.450012	-109.410004	211.00	0.28	-0.00		
2.54	28.25	31.50	13.75	25.75	6.25	18.75	0.25	5.00	0.00	0.00	0.75	0.75	1.50	0.75	0.00	0.25	-0.236816	0.232422	1.012695	-43.330002	54.250000	-10.570000	1407.00	-0.28	-0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	1.25	2.75	2.25	2.00	0.25	1.75	0.75	1.50	1.113770	0.930664	4.852539	37.520000	330.119995	-142.309998	127.00	0.27	-0.03	25.00	
2.55	29.25	31.25	14.75	25.50	6.75	19.25	0.25	5.00	0.00	0.00	0.75	0.75	1.50	1.00	0.00	0.25	-0.206543	0.141602	0.974121	-44.869999	47.880001	-5.460000	1437.00	-0.28	-0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	2.00	1.75	1.25	0.00	1.00	0.25	0.50	1.460449	1.089355	3.443359	29.049999	241.850006	-146.720001	73.00	0.26	-0.03		
2.56	30.25	31.25	15.25	25.50	7.00	19.50	0.25	5.25	0.00	0.00	0.50	1.00	1.50	0.75	0.25	0.25	-0.190918	0.090332	1.046875	-44.099998	39.759998	-4.900000	1463.00	-0.28	-0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	2.25	1.75	1.00	0.00	0.25	0.25	0.50	1.786133	2.000000	2.902344	-31.010000	191.589996	-106.190002	70.00	0.25	-0.03		
2.57	30.75	31.00	15.50	25.25	7.50	20.00	0.50	5.50	0.00	0.00	0.50	1.00	1.75	1.00	0.00	0.25	-0.208008	0.131348	0.972168	-36.680000	26.740000	-5.670000	1486.00	-0.27	-0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	2.00	1.50	0.75	0.00	0.00	0.25	0.00	1.807129	1.470215	3.930664	-46.340000	-4.550000	-63.139999	57.00	0.24	-0.01		
2.58	30.25	30.00	15.75	25.25	7.75	20.50	0.50	5.50	0.00	0.00	0.50	1.00	1.75	1.00	0.00	0.25	-0.181152	0.122070	0.931152	-36.189999	22.260000	-4.480000	1482.00	-0.27	-0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	1.75	1.25	0.75	0.00	0.25	0.25	0.25	1.033203	1.152832	2.664062	14.420000	-164.639999	-24.920000	52.00	0.25	-0.02		
2.59	29.50	29.50	15.75	24.50	8.00	20.75	0.50	5.75	0.00	0.00	0.75	1.00	1.75	0.75	0.25	0.25	-0.176270	0.085938	0.967773	-41.720001	20.930000	-4.410000	1474.00	-0.27	-0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.75	1.25	0.75	0.00	0.00	0.25	0.00	0.855469	0.996582	2.122070	35.420002	-221.270004	-4.340000	42.00	0.00	0.00		
2.60	28.00	27.75	15.25	24.00	8.25	21.00	0.50	6.25	0.00	0.00	0.50	0.75	2.00	1.00	0.00	0.25	-0.194336	0.098633	0.980957	-45.150002	16.590000	-5.040000	1441.00	-0.26	-0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	1.25	1.25	0.25	0.00	0.00	0.00	0.00	0.821289	0.774414	1.660645	62.860001	-241.919998	15.400000	32.00	0.00	0.00		
2.61	26.00	26.25	14.75	23.25	8.25	21.25	0.50	6.50	0.00	0.00	0.75	1.00	2.25	0.75	0.25	0.25	-0.199219	0.083008	0.981445	-41.160000	11.690000	-4.480000	1407.00	-0.26	-0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	1.25	1.00	0.50	0.00	0.25	0.00	0.25	0.812012	0.564453	1.557617	88.550003	-263.480011	34.299999	36.00	0.00	0.00		
2.62	23.50	24.75	13.75	22.00	8.25	21.25	0.50	7.00	0.00	0.00	0.75	1.00	2.50	0.75	0.00	0.25	-0.218262	0.095215	0.980957	-32.970001	7.210000	-3.290000	1350.00	-0.25	-0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.75	0.00	0.00	0.00	0.00	0.00	0.756836	0.283691	1.586426	99.680000	-291.269989	51.520000	18.00	0.00	0.00		
2.63	20.75	23.00	12.75	21.00	8.00	21.25	0.50	7.50	0.00	0.00	0.75	1.00	3.00	0.50	0.00	0.50	-0.193848	0.071777	0.970215	-23.450001	4.970000	-1.680000	1291.00	-0.24	-0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.75	0.25	0.00	0.00	0.00	0.00	0.650391	0.060547	1.601562	101.290001	-322.209991	70.419998	18.00	0.00	0.00		
2.64	17.75	20.50	11.25	19.50	7.75	21.00	0.50	8.00	0.00	0.00	1.00	1.25	3.25	0.50	0.00	0.50	-0.201172	0.064453	0.970215	-16.240000	4.480000	-0.560000	1214.00	-0.23	-0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.75	0.25	0.00	0.00	0.25	0.00	0.512207	-0.136230	1.521973	91.209999	-351.329987	88.970001	21.00	0.00	0.00		
2.65	14.25	17.75	10.00	18.00	7.75	20.75	0.50	8.25	0.00	0.00	0.75	1.25	3.50	0.25	0.00	0.50	-0.199219	0.086426	0.964355	-11.200000	4.760000	0.000000	1120.00	-0.22	-0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.50	0.25	0.00	0.00	0.00	0.00	0.339844	-0.240723	1.370605	74.900002	-374.920013	105.840004	16.00	0.00	0.00		
2.66	11.00	15.00	9.00	16.50	7.25	20.75	0.50	8.75	0.00	0.00	1.00	1.50	3.50	0.50	0.25	0.75	-0.191895	0.085449	0.952637	-10.080000	5.110000	0.490000	1047.00	-0.20	-0.16	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.50	0.25	0.00	0.00	0.00	0.00	0.168945	-0.289062	1.296875	58.660000	-390.320007	119.139999	16.00	0.00	0.00		
2.67	8.50	12.75	8.25	14.50	6.75	20.50	0.50	9.00	0.00	0.25	1.00	1.25	4.75	0.25	0.25	0.50	-0.184082	0.081543	0.944336	-15.750000	5.390000	0.770000	973.00	-0.19	-0.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.25	0.00	0.00	0.00	0.00	0.00	0.054688	-0.272949	1.246582	48.020000	-398.440002	126.699997	8.00	0.00	0.00		
2.68	7.00	9.75	7.25	12.50	6.50	20.00	0.50	9.50	0.00	0.25	1.00	1.50	5.25	0.25	0.25	0.75	-0.184082	0.081543	0.944336	-15.750000	5.390000	0.770000	905.00	-0.17	-0.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.142578	-0.323730	1.323730	38.709999	-406.630005	119.770004	0.00	0.00	0.00		
2.69	5.75	8.25	6.25	10.75	6.25	19.75	0.50	9.75	0.00	0.25	1.25	1.75	5.75	0.00	0.25	0.75	-0.189941	0.065918	0.957031	-20.930000	2.660000	-0.560000	853.00	-0.15	-0.20	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.25	0.25	0.00	0.00	0.00	0.00	-0.142578	-0.323730	1.323730	38.709999	-406.630005	119.770004	10.00	0.00	0.00		
