# time	left pressure 1[N/cm²]	left pressure 2[N/cm²]	left pressure 3[N/cm²]	left pressure 4[N/cm²]	left pressure 5[N/cm²]	left pressure 6[N/cm²]	left pressure 7[N/cm²]	left pressure 8[N/cm²]	left pressure 9[N/cm²]	left pressure 10[N/cm²]	left pressure 11[N/cm²]	left pressure 12[N/cm²]	left pressure 13[N/cm²]	left pressure 14[N/cm²]	left pressure 15[N/cm²]	left pressure 16[N/cm²]	left acceleration X[g]	left acceleration Y[g]	left acceleration Z[g]	left angular X[dps]	left angular Y[dps]	left angular Z[dps]	left total force[N]	left center of pressure X[%]	left center of pressure Y[%]
12.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.00	8.00	11.25	10.50	7.00	19.25	6.00	8.50	-0.418945	0.138672	1.090332	69.650002	249.619995	-6.580000	764.00	0.29	-0.04
12.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.50	7.75	10.25	10.25	6.50	20.00	6.50	8.75	-0.473145	0.168945	1.132324	72.590004	282.380005	-8.470000	750.00	0.29	-0.03
12.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.25	7.25	10.00	10.00	6.00	20.50	7.00	9.00	-0.557129	0.214355	1.094727	69.510002	303.940002	-13.160000	743.00	0.30	-0.03
12.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	6.50	9.25	9.00	5.25	21.00	7.25	9.25	-0.570801	0.221191	1.309570	61.250000	326.410004	-20.860001	715.00	0.30	-0.02
12.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.25	6.50	8.50	8.25	3.75	21.00	7.75	9.00	-0.871582	0.254883	1.426270	48.020000	387.730011	-29.190001	680.00	0.31	-0.02
12.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.50	5.75	7.50	7.25	3.00	20.75	7.75	8.75	-0.871582	0.254883	1.426270	48.020000	387.730011	-29.190001	632.00	0.31	-0.01
12.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.50	4.75	6.00	6.25	2.25	20.00	7.25	7.75	-0.933105	0.458496	1.357422	20.160000	455.000000	-56.770000	558.00	0.32	-0.00
12.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.25	4.50	5.50	5.75	1.75	18.50	6.50	6.75	-0.996094	0.344238	1.672852	31.639999	502.459991	-65.590004	499.00	0.32	-0.01
12.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.75	3.50	4.50	5.25	1.00	16.50	5.75	5.75	-1.450684	0.585449	2.290039	46.480000	534.030029	-67.620003	416.00	0.33	-0.01
12.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	2.50	3.25	4.00	1.00	13.25	4.25	4.75	-1.724121	0.530762	2.772949	86.239998	549.780029	-60.830002	321.00	0.33	-0.01
12.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.75	2.25	2.50	3.25	0.75	10.25	3.00	3.25	-2.084961	0.472168	4.552246	153.020004	543.619995	-39.480000	250.00	0.32	-0.00
12.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.25	1.50	2.00	2.25	0.75	8.25	2.00	2.00	-2.084473	0.229492	4.066895	161.490005	509.809998	-42.209999	185.00	0.32	0.00
12.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	1.00	1.25	1.75	0.75	5.50	1.00	1.00	-1.121094	0.298828	3.021484	160.229996	483.559998	-62.439999	115.00	0.32	-0.02
12.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.75	1.00	0.25	2.75	0.00	0.25	0.109863	0.531738	2.724609	196.350006	430.779999	-89.809998	53.00	0.31	-0.02
12.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.50	0.25	0.00	1.25	0.00	0.25	1.558594	0.413086	2.451172	217.699997	360.500000	-141.330002	25.00	0.00	0.00
12.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.50	0.50	0.00	0.25	0.00	0.00	0.613770	0.494141	2.123047	137.830002	279.720001	-216.860001	18.00	0.00	0.00
12.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.25	0.00	0.50	0.00	0.00	0.480957	0.884766	5.010742	115.639999	79.590004	-217.490005	12.00	0.00	0.00
12.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.25	0.00	0.00	0.25	0.00	0.00	0.575195	0.337891	3.002930	101.849998	-68.809998	-214.619995	7.00	0.00	0.00
12.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.637695	0.141602	1.875000	26.740000	-151.759995	-209.300003	0.00	0.00	0.00
12.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.506836	0.476074	1.305176	-60.760002	-191.309998	-200.059998	0.00	0.00	0.00
12.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.321777	0.749512	1.051758	-100.800003	-205.800003	-185.220001	0.00	0.00	0.00
12.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.25	0.00	0.00	0.00	0.00	0.00	0.420410	0.888672	0.831543	-89.879997	-214.339996	-161.699997	8.00	0.00	0.00
12.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.447266	0.910156	0.741699	-59.639999	-225.330002	-133.979996	0.00	0.00	0.00
12.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.383789	0.881348	0.741211	-26.040001	-238.419998	-103.949997	0.00	0.00	0.00
12.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.323730	0.807129	0.744629	1.890000	-250.949997	-72.379997	0.00	0.00	0.00
12.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.262695	0.762695	0.793945	21.000000	-262.570007	-40.880001	0.00	0.00	0.00
12.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.112305	0.647461	0.979492	47.110001	-292.040009	16.940001	0.00	0.00	0.00
12.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.022461	0.558105	1.060547	59.639999	-309.679993	39.830002	0.00	0.00	0.00
12.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.043457	0.454102	1.129395	70.139999	-326.130005	57.470001	0.00	0.00	0.00
12.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.113281	0.345703	1.169922	75.949997	-340.549988	69.790001	0.00	0.00	0.00
12.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.224121	0.242676	1.267578	76.090004	-353.570007	75.180000	0.00	0.00	0.00
12.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.337891	0.165039	1.346680	76.790001	-364.489990	73.639999	0.00	0.00	0.00
12.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.448242	0.131836	1.454590	84.419998	-374.500000	66.010002	0.00	0.00	0.00
12.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.544434	0.108398	1.602539	99.889999	-384.299988	53.060001	0.00	0.00	0.00
12.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.679199	0.092773	1.780762	120.750000	-395.429993	37.520000	0.00	0.00	0.00
12.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.863770	0.056152	1.906738	141.330002	-407.049988	22.680000	0.00	0.00	0.00
12.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.053223	-0.000488	1.981934	156.029999	-413.910004	10.920000	0.00	0.00	0.00
12.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.222168	-0.020996	2.037109	163.869995	-413.910004	4.970000	0.00	0.00	0.00
12.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.350098	0.029785	2.109375	167.300003	-407.610016	6.580000	0.00	0.00	0.00
12.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.449707	0.142578	2.258789	170.520004	-396.480011	16.309999	0.00	0.00	0.00
12.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.562988	0.208008	2.452148	177.240005	-384.929993	37.310001	0.00	0.00	0.00
12.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.783691	0.242188	2.622559	177.589996	-378.140015	70.769997	0.00	0.00	0.00
12.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.976074	0.191406	2.587402	162.119995	-372.190002	113.610001	0.00	0.00	0.00
12.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2.192383	0.153809	2.384277	132.649994	-361.130005	156.869995	0.00	0.00	0.00
12.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2.475586	0.121582	2.097656	103.389999	-341.670013	191.729996	0.00	0.00	0.00
12.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2.821289	0.150391	1.819336	82.250000	-312.760010	212.100006	0.00	0.00	0.00
12.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3.148926	0.144043	1.366699	69.580002	-276.640015	217.000000	0.00	0.00	0.00
12.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3.318359	-0.111816	0.775391	73.220001	-235.550003	213.919998	0.00	0.00	0.00
12.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3.668945	-0.775391	0.099121	83.440002	-135.520004	209.580002	0.00	0.00	0.00
12.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-4.022461	-0.983398	-0.001953	40.180000	-81.410004	203.839996	0.00	0.00	0.00
12.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-4.432617	-0.934570	-0.349609	-11.340000	-41.299999	173.949997	0.00	0.00	0.00
12.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-4.379883	-0.856934	-0.857422	-25.760000	4.620000	125.790001	0.00	0.00	0.00
12.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3.993652	-0.801270	-0.844238	-5.740000	71.959999	74.129997	0.00	0.00	0.00
12.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3.437500	-0.586426	-0.128418	17.080000	135.100006	30.940001	0.00	0.00	0.00
12.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2.803223	-0.361816	0.535156	30.309999	172.899994	0.700000	0.00	0.00	0.00
12.87	0.25	1.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.243164	-0.000977	3.293945	-110.459999	285.040009	-15.820000	14.00	0.00	0.00
12.88	1.75	3.75	0.00	1.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.196289	1.110352	1.431152	-154.910004	198.520004	-2.310000	66.00	-0.39	-0.10
12.89	4.50	7.75	0.50	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.815430	0.719727	-0.375488	-71.820000	137.899994	28.139999	156.00	-0.38	-0.09
12.90	7.50	10.00	0.75	3.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.466309	0.212891	-1.592285	-37.590000	279.299988	44.240002	216.00	-0.38	-0.07
12.91	11.50	14.50	1.00	4.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.164062	-0.707520	2.757812	-18.900000	411.320007	42.490002	316.00	-0.39	-0.06
12.92	15.75	17.75	1.75	5.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.214844	-1.591797	4.096191	-48.860001	375.549988	2.310000	409.00	-0.38	-0.05
12.93	18.25	19.75	2.75	7.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.759766	-0.638672	2.958984	-79.590004	289.660004	-75.879997	484.00	-0.38	-0.05
12.94	19.50	20.25	3.50	8.50	0.00	0.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.447754	1.184570	1.948242	-61.880001	231.000000	-91.139999	529.00	-0.37	-0.05
12.95	20.00	20.50	4.25	9.25	0.00	1.75	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	-0.522461	1.215820	0.870117	-136.430008	127.470001	-42.279999	566.00	-0.36	-0.06
12.96	19.75	19.50	4.50	9.75	0.00	2.75	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	-0.304688	-0.332031	1.796875	-158.270004	103.669998	-6.230000	573.00	-0.36	-0.06
12.97	19.50	20.00	4.75	10.00	0.00	3.50	0.00	0.25	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	-0.244629	-0.368164	1.527832	-150.080002	77.629997	-13.370000	595.00	-0.35	-0.07
12.98	19.25	19.00	5.00	10.50	0.00	4.00	0.00	0.75	0.00	0.00	0.00	0.00	0.50	0.25	0.00	0.00	-0.354004	0.319336	1.205078	-113.610001	34.090000	-17.500000	606.00	-0.34	-0.08
12.99	19.00	18.75	5.25	10.50	0.00	4.50	0.00	1.00	0.00	0.00	0.00	0.00	0.75	0.00	0.00	0.00	-0.211914	0.113281	1.044434	-81.760002	20.719999	-5.600000	614.00	-0.34	-0.08
13.00	18.25	18.50	5.25	10.50	0.00	5.50	0.00	1.25	0.00	0.00	0.00	0.00	0.75	0.25	0.00	0.00	-0.213379	0.071289	0.993164	-31.290001	5.530000	-2.730000	620.00	-0.33	-0.09
13.01	17.75	17.75	5.25	10.75	0.25	5.75	0.00	1.50	0.00	0.00	0.00	0.00	0.75	0.00	0.00	0.25	-0.187988	0.043945	0.959961	-19.740000	4.550000	-0.490000	620.00	-0.32	-0.09
13.02	16.75	16.75	5.25	10.75	0.50	6.00	0.00	1.75	0.00	0.00	0.00	0.00	0.75	0.50	0.00	0.50	-0.171875	0.035156	0.979492	-15.470000	4.550000	-1.050000	615.00	-0.31	-0.10
13.03	16.25	16.50	5.25	10.50	0.75	6.25	0.00	2.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.25	-0.189941	0.043457	0.979004	-12.040000	3.570000	-1.540000	611.00	-0.31	-0.10
13.04	15.00	15.75	5.00	10.25	1.00	6.25	0.00	2.00	0.00	0.00	0.00	0.00	0.75	0.25	0.00	0.25	-0.166504	0.019531	0.969238	-9.870000	4.410000	-1.680000	588.00	-0.31	-0.10
13.05	14.50	15.00	5.00	10.00	1.00	6.25	0.00	2.25	0.00	0.00	0.00	0.00	1.25	0.25	0.00	0.25	-0.175781	0.024902	0.967773	-7.560000	5.670000	-1.890000	581.00	-0.30	-0.11
13.06	13.25	13.50	4.75	9.75	1.25	6.25	0.00	2.25	0.00	0.00	0.00	0.00	1.00	0.25	0.00	0.50	-0.174805	0.018066	0.971191	-5.460000	7.490000	-1.820000	551.00	-0.29	-0.11
13.07	11.50	12.75	4.50	9.50	1.00	6.25	0.00	2.75	0.00	0.00	0.25	0.00	1.00	0.25	0.00	0.50	-0.169434	0.019043	0.969727	-4.130000	9.240000	-1.470000	528.00	-0.28	-0.12
13.08	10.00	11.50	4.25	8.75	1.00	6.00	0.00	2.75	0.00	0.00	0.00	0.25	1.25	0.50	0.00	0.50	-0.168945	0.014648	0.962891	-2.800000	9.800000	-1.050000	491.00	-0.27	-0.13
13.09	9.00	10.00	3.75	8.50	1.00	6.00	0.00	2.75	0.00	0.00	0.25	0.25	1.25	0.50	0.00	0.75	-0.163574	0.028320	0.952148	-1.330000	10.920000	-0.980000	463.00	-0.26	-0.14
13.10	7.75	9.25	3.50	8.00	0.75	5.75	0.00	2.75	0.00	0.00	0.25	0.25	1.25	0.50	0.00	0.75	-0.157715	0.017090	0.965820	0.280000	12.180000	-1.260000	429.00	-0.25	-0.14
13.11	7.25	8.50	2.75	7.50	0.50	5.75	0.00	3.25	0.00	0.00	0.50	0.25	1.50	0.25	0.00	0.75	-0.165039	0.031250	0.964844	0.840000	12.810000	-1.820000	411.00	-0.24	-0.16
13.12	6.25	7.75	2.50	6.75	0.25	5.50	0.00	3.25	0.25	0.00	0.50	0.50	1.75	0.25	0.00	0.75	-0.179199	0.031738	0.966309	0.560000	13.510000	-2.170000	385.00	-0.22	-0.17
13.13	5.50	6.75	2.25	6.50	0.00	5.25	0.00	3.00	0.00	0.00	0.75	0.50	2.00	0.50	0.00	1.00	-0.188965	0.073730	0.971680	0.070000	13.930000	-3.010000	358.00	-0.21	-0.18
13.14	4.75	6.25	2.00	5.50	0.00	5.25	0.00	3.50	1.00	0.25	0.75	0.50	2.00	0.75	0.00	1.00	-0.178223	0.020020	0.958984	-0.420000	14.560000	-3.710000	358.00	-0.17	-0.17
13.15	4.00	5.50	1.50	5.25	0.00	5.00	0.00	3.50	0.75	0.50	1.00	0.75	2.00	0.50	0.00	1.25	-0.178223	0.028809	0.958984	-1.120000	14.840000	-5.320000	336.00	-0.16	-0.18
13.16	3.00	5.50	1.50	4.50	0.00	4.75	0.00	3.50	0.75	0.50	1.00	1.00	2.25	0.75	0.00	1.25	-0.190430	0.021484	0.948730	-1.750000	15.120000	-6.160000	321.00	-0.14	-0.19
13.17	3.00	5.00	1.00	4.50	0.00	4.50	0.00	3.50	1.25	0.75	1.00	1.25	2.50	1.00	0.00	1.25	-0.187500	0.031738	0.945801	-1.610000	15.330000	-7.210000	325.00	-0.11	-0.18
13.18	2.50	4.00	0.75	4.00	0.00	4.00	0.00	3.50	1.75	0.75	1.00	1.25	2.75	1.50	0.00	1.50	-0.199219	0.019531	0.975098	-1.330000	15.610000	-7.840000	311.00	-0.07	-0.18
13.19	2.25	3.25	0.75	3.75	0.00	3.75	0.00	3.50	2.00	0.75	1.25	2.00	3.00	1.50	0.00	1.50	-0.186523	0.028809	0.949707	-0.910000	15.610000	-8.610000	312.00	-0.05	-0.18
13.20	1.75	2.50	0.50	2.75	0.00	3.50	0.00	3.75	2.25	1.00	1.75	2.00	3.25	2.25	0.00	1.75	-0.199707	0.015625	0.945312	0.070000	15.820000	-8.260000	308.00	0.00	-0.17
13.21	1.75	2.50	0.50	3.25	0.00	3.25	0.00	3.75	2.50	1.25	2.00	2.25	3.50	2.75	0.25	1.75	-0.199707	0.015625	0.945312	0.070000	15.820000	-8.260000	331.00	0.02	-0.16
13.22	1.25	2.25	0.50	2.75	0.00	2.75	0.00	3.75	2.50	1.50	2.50	2.50	3.75	3.50	0.25	2.00	-0.073242	0.099609	0.981445	0.350000	17.290001	-8.400000	333.00	0.05	-0.16
13.23	1.25	1.25	0.00	2.25	0.00	2.25	0.00	3.75	3.25	1.75	3.00	3.00	4.00	4.25	0.25	2.00	-0.164062	0.058594	0.959473	1.470000	18.830000	-8.050000	339.00	0.10	-0.14
13.24	1.75	1.75	0.00	2.50	0.00	2.25	0.00	3.75	3.75	2.00	3.50	4.00	5.00	5.00	0.50	2.25	-0.172852	0.071777	0.985352	3.150000	21.139999	-7.350000	395.00	0.10	-0.14
13.25	1.25	1.25	0.00	2.25	0.00	2.00	0.00	4.25	5.00	2.75	5.00	5.00	5.25	6.50	0.50	2.50	-0.190430	0.050293	0.954102	4.970000	23.379999	-6.510000	455.00	0.14	-0.12
13.26	0.75	0.50	0.00	1.25	0.00	1.50	0.00	4.00	5.00	3.50	6.50	6.00	5.50	7.50	0.50	3.00	-0.221191	0.013672	0.955566	7.140000	25.900000	-5.950000	470.00	0.18	-0.11
13.27	0.75	0.25	0.00	1.75	0.00	1.00	0.00	4.00	5.25	3.50	7.50	7.00	6.00	8.25	0.75	3.50	-0.206543	0.009766	0.968750	9.730000	28.980000	-5.810000	508.00	0.19	-0.12
13.28	0.50	0.25	0.00	0.75	0.00	0.25	0.00	4.00	5.75	5.25	8.00	7.50	6.25	9.00	1.25	3.75	-0.246094	0.035645	0.950684	13.090000	33.040001	-5.460000	537.00	0.21	-0.10
13.29	0.50	0.25	0.00	0.75	0.00	0.00	0.00	3.75	6.75	6.25	8.50	8.25	6.75	9.75	1.25	4.25	-0.259766	0.041992	0.964844	16.660000	39.130001	-4.760000	580.00	0.22	-0.09
13.30	0.00	0.00	0.00	0.50	0.00	0.00	0.00	3.50	7.00	6.50	9.25	8.75	7.00	10.75	1.50	5.00	-0.231445	0.022461	0.987793	21.490000	48.790001	-4.900000	603.00	0.24	-0.09
13.31	0.00	0.00	0.00	0.75	0.00	0.00	0.00	3.00	7.75	7.25	9.75	9.00	7.25	11.75	1.75	5.75	-0.246582	0.056152	0.979492	28.420000	61.670002	-5.320000	641.00	0.24	-0.08
13.32	0.25	0.00	0.00	0.75	0.00	0.00	0.00	2.50	8.00	7.50	10.25	9.50	7.75	13.00	2.00	6.00	-0.180176	0.095215	1.073730	35.349998	73.779999	-6.580000	671.00	0.24	-0.07
13.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	8.25	7.75	10.50	10.00	7.75	14.50	2.75	6.50	-0.257812	0.080566	1.025879	47.740002	96.180000	-7.210000	690.00	0.26	-0.06
13.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.75	8.25	7.75	10.75	10.50	8.00	15.50	3.00	7.00	-0.320801	0.043457	1.020996	59.849998	125.510002	-6.790000	710.00	0.26	-0.06
13.35	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.75	8.75	7.75	11.00	10.75	8.00	16.75	4.50	7.50	-0.320312	0.055176	1.038574	69.370003	156.449997	-7.000000	738.00	0.27	-0.05
13.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	8.75	7.75	10.75	10.75	7.75	17.75	5.00	8.00	-0.380371	-0.024902	1.068848	66.430000	185.570007	-7.280000	740.00	0.28	-0.05
13.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.50	7.75	10.75	10.75	7.25	18.75	6.00	8.75	-0.375488	0.092773	1.194824	63.980000	216.649994	-7.210000	751.00	0.29	-0.04
13.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.50	7.50	10.50	10.50	7.00	19.75	6.50	9.00	-0.470215	0.124512	1.091797	64.820000	246.820007	-7.700000	756.00	0.29	-0.04
13.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.25	7.25	10.25	10.25	6.50	20.75	7.00	9.50	-0.465332	0.159668	1.102051	68.949997	278.600006	-9.310000	757.00	0.30	-0.04
13.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	6.50	9.75	9.75	6.00	21.25	7.75	9.75	-0.582520	0.205078	1.045898	67.480003	298.549988	-13.020000	745.00	0.30	-0.03
13.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.50	6.25	9.50	9.00	5.25	21.75	8.00	10.00	-0.547852	0.192383	1.211426	61.670002	316.750000	-20.860001	727.00	0.30	-0.03
13.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.25	5.50	8.25	8.25	4.25	21.75	8.25	9.75	-0.873047	0.075195	1.347656	51.029999	366.450012	-29.680000	688.00	0.31	-0.02
13.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.50	5.00	7.50	7.50	3.25	21.50	8.25	9.50	-0.904297	0.124023	1.585449	46.200001	402.429993	-38.009998	645.00	0.31	-0.01
13.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.50	4.50	6.50	6.75	2.25	20.75	8.25	9.00	-0.895996	0.448242	1.243652	34.580002	443.730011	-49.770000	590.00	0.32	-0.01
13.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.75	4.00	5.25	6.00	2.00	19.50	7.50	7.75	-1.042969	0.510742	1.523438	40.880001	492.309998	-61.389999	513.00	0.33	-0.01
13.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.75	3.00	4.50	5.25	1.50	17.50	6.50	6.50	-1.392090	0.550293	2.183594	52.570000	531.510010	-67.059998	436.00	0.33	-0.01
13.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.50	2.50	3.50	4.50	1.25	14.75	5.25	5.25	-1.872559	0.470703	2.958008	88.340004	556.849976	-59.430000	350.00	0.33	-0.02
13.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.50	2.25	2.50	3.25	1.00	11.75	4.00	4.00	-2.129395	0.397461	3.772949	143.779999	553.979980	-43.959999	276.00	0.33	-0.01
13.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.75	2.00	2.25	2.50	0.75	9.00	2.75	2.75	-2.107422	0.244629	4.427246	176.330002	522.409973	-38.500000	221.00	0.32	0.00
13.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.25	1.00	2.00	0.75	7.00	1.75	1.25	-1.374512	0.180176	3.274902	167.440002	496.369995	-52.990002	149.00	0.33	0.01
13.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	1.00	1.25	0.50	4.00	0.50	0.50	-0.276367	0.525879	2.826660	183.610001	462.070007	-79.519997	78.00	0.32	-0.02
