# time	right pressure 1[N/cm²]	right pressure 2[N/cm²]	right pressure 3[N/cm²]	right pressure 4[N/cm²]	right pressure 5[N/cm²]	right pressure 6[N/cm²]	right pressure 7[N/cm²]	right pressure 8[N/cm²]	right pressure 9[N/cm²]	right pressure 10[N/cm²]	right pressure 11[N/cm²]	right pressure 12[N/cm²]	right pressure 13[N/cm²]	right pressure 14[N/cm²]	right pressure 15[N/cm²]	right pressure 16[N/cm²]	right acceleration X[g]	right acceleration Y[g]	right acceleration Z[g]	right angular X[dps]	right angular Y[dps]	right angular Z[dps]	right total force[N]	right center of pressure X[%]	right center of pressure Y[%]
13.73	3.00	4.75	5.50	6.50	5.50	5.75	1.00	5.50	0.00	0.25	0.00	0.50	3.25	1.50	0.00	0.50	-0.267090	0.130859	0.998047	-9.310000	-12.040000	-7.980000	481.00	-0.15	-0.15
13.74	2.25	4.25	5.25	5.75	5.50	5.25	1.00	5.75	0.25	0.50	0.25	1.00	4.00	1.75	0.00	0.50	-0.178711	0.100098	0.979004	-7.700000	-6.160000	-6.930000	478.00	-0.12	-0.15
13.75	2.00	3.50	4.50	5.25	5.25	5.00	1.00	6.00	0.75	0.50	0.25	1.25	5.00	2.50	0.25	0.75	-0.173828	0.096680	0.980957	-4.760000	0.070000	-7.980000	481.00	-0.09	-0.15
13.76	2.00	3.00	3.75	4.25	5.25	4.00	1.25	6.00	1.50	1.25	0.75	1.75	5.25	3.50	0.50	1.00	-0.209473	0.126465	0.930176	-4.130000	1.120000	-9.100000	493.00	-0.04	-0.14
13.77	2.00	2.75	3.75	3.75	5.00	3.25	1.25	6.25	2.25	1.75	1.25	2.00	6.25	5.75	0.50	1.25	-0.225098	0.120605	0.979492	-7.840000	0.700000	-8.890000	530.00	-0.00	-0.12
13.78	1.50	2.00	2.75	2.75	5.00	2.50	1.50	6.25	3.25	2.75	2.25	2.50	7.25	7.50	1.00	1.50	-0.188477	0.112793	0.975098	-12.320000	3.220000	-9.030000	561.00	0.06	-0.11
13.79	1.50	1.75	2.75	2.00	4.50	1.75	2.00	6.25	4.75	4.00	2.75	3.00	7.50	9.50	1.75	2.25	-0.181152	0.090820	1.002930	-13.090000	5.880000	-9.030000	619.00	0.10	-0.08
13.80	0.50	1.50	2.25	1.75	3.75	1.00	2.25	6.00	6.75	6.75	3.75	3.75	7.75	12.00	2.50	3.00	-0.196289	0.108887	1.004883	-10.290000	9.100000	-7.910000	690.00	0.15	-0.06
13.81	0.50	1.25	1.75	1.00	3.00	0.25	2.00	5.75	7.75	7.75	4.50	4.00	8.00	14.25	3.25	3.50	-0.218262	0.233398	1.028320	-5.670000	15.960000	-10.290000	716.00	0.18	-0.04
13.82	0.50	1.25	1.25	1.00	2.25	0.00	2.00	5.25	8.75	8.50	6.00	4.50	8.00	16.25	4.75	4.50	-0.194336	0.090820	1.058594	3.290000	30.380001	-13.300000	772.00	0.20	-0.04
13.83	0.00	1.00	0.75	0.50	0.75	0.00	1.50	4.00	9.50	9.00	7.50	5.50	8.00	17.75	5.50	5.25	-0.170410	-0.006348	1.114258	14.910000	48.580002	-11.690000	776.00	0.24	-0.03
13.84	0.25	0.75	0.75	0.50	0.25	0.00	1.00	2.50	9.75	9.50	7.75	6.00	7.75	19.50	6.50	5.50	-0.300781	0.142090	1.043457	24.639999	69.510002	-8.470000	782.00	0.25	-0.02
13.85	0.25	0.75	0.00	0.00	0.25	0.00	0.25	1.75	10.25	9.75	8.00	5.75	7.50	20.50	7.00	6.00	-0.305664	0.111328	1.528320	43.540001	131.110001	-8.890000	768.00	0.27	-0.01
13.86	0.00	0.50	0.25	0.00	0.00	0.00	0.00	0.75	10.00	9.75	7.75	5.00	6.25	21.25	7.50	6.50	-0.330078	0.313965	1.468262	47.740002	246.050003	-12.320000	734.00	0.29	0.00
13.87	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.50	9.75	9.50	7.00	4.25	5.00	22.00	8.00	6.75	-0.339355	0.206543	1.328613	22.049999	328.230011	-17.570000	706.00	0.30	0.02
13.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.25	9.00	5.75	3.00	3.75	22.50	8.25	7.00	-0.315430	0.126953	1.270508	-6.160000	347.760010	-23.520000	655.00	0.32	0.03
13.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.75	8.75	4.75	2.50	2.50	22.75	8.50	7.50	-0.327148	0.143555	1.351074	-20.090000	352.589996	-30.730000	627.00	0.32	0.04
13.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.25	8.75	4.25	2.00	1.50	22.50	8.50	8.00	-0.433594	0.177246	1.254883	-23.870001	363.019989	-35.910000	602.00	0.33	0.05
13.91	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	7.75	8.50	3.00	1.25	1.00	22.25	8.50	8.25	-0.356445	0.092773	1.137695	-35.070000	383.110016	-36.189999	569.00	0.33	0.06
13.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.00	8.75	2.75	1.00	0.25	21.50	8.50	8.50	-0.623047	0.044922	1.094727	-44.590000	425.880005	-31.920000	543.00	0.34	0.06
13.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.25	8.75	2.75	1.50	0.25	21.00	8.75	9.00	-0.722168	-0.050293	1.081055	-35.209999	445.480011	-22.469999	539.00	0.34	0.05
13.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.25	8.50	2.75	0.50	0.25	20.00	8.50	8.75	-1.009277	-0.354492	1.181641	-30.590000	464.239990	-8.540000	501.00	0.34	0.05
13.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	8.00	2.25	1.00	0.25	19.00	8.00	8.50	-1.185059	0.187012	1.636719	-26.950001	476.700012	4.340000	477.00	0.34	0.05
13.96	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	4.00	7.50	1.75	1.00	0.00	17.25	7.50	8.00	-1.178711	0.485840	1.830566	-5.390000	486.290009	11.480000	432.00	0.34	0.05
13.97	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	3.00	6.25	1.25	0.25	0.00	15.50	6.75	7.50	-1.403320	0.380859	2.006836	51.029999	499.029999	20.440001	367.00	0.35	0.05
13.98	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	2.25	4.75	0.75	0.25	0.25	13.00	5.50	6.75	-1.500488	0.288086	2.392090	111.160004	507.779999	29.889999	300.00	0.35	0.04
13.99	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	1.75	3.50	0.50	0.25	0.00	10.00	4.00	5.75	-1.810059	0.569336	2.670898	173.740005	515.619995	42.209999	229.00	0.35	0.04
14.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	2.25	0.25	0.00	0.00	7.75	2.75	4.50	-1.924316	0.464355	3.392090	240.940002	520.450012	47.599998	158.00	0.36	0.04
14.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	1.50	0.00	0.00	0.00	5.75	2.00	2.50	-1.956055	0.501953	4.386719	300.579987	508.480011	39.549999	109.00	0.37	0.06
14.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	2.25	0.75	0.75	-1.058594	0.517090	4.442871	361.549988	469.070007	11.620000	36.00	0.00	0.00
14.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.25	-0.220703	-0.589844	3.741699	390.459991	429.940002	-85.540001	10.00	0.00	0.00
14.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.25	-1.393066	1.545898	1.270020	343.209991	444.989990	-233.380005	6.00	0.00	0.00
14.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.212891	2.203613	7.177246	204.960007	228.619995	-220.919998	0.00	0.00	0.00
14.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.25	0.708008	2.365234	3.542969	43.610001	23.520000	-97.930000	3.00	0.00	0.00
14.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.100586	2.027344	2.712891	-104.860001	-85.260002	38.639999	0.00	0.00	0.00
14.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.416992	1.743652	1.835938	-178.990005	-108.570000	122.709999	0.00	0.00	0.00
14.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.903320	1.286621	1.587402	-160.580002	-101.500000	150.779999	0.00	0.00	0.00
14.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.059570	0.631348	1.835449	-108.919998	-111.160004	137.690002	0.00	0.00	0.00
14.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.142578	-0.107910	2.084473	-78.470001	-153.229996	94.290001	0.00	0.00	0.00
14.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.141113	-0.339844	2.282715	-93.169998	-227.430008	40.320000	0.00	0.00	0.00
14.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.589844	-0.105957	1.971680	-130.690002	-405.019989	-39.759998	0.00	0.00	0.00
14.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.203125	-0.090332	1.782715	-117.669998	-465.640015	-71.540001	0.00	0.00	0.00
14.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.062500	-0.026855	1.752441	-97.860001	-510.720001	-97.300003	0.00	0.00	0.00
14.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.268066	0.088867	1.845703	-75.320000	-551.390015	-112.070000	0.00	0.00	0.00
14.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.479492	0.114746	1.897461	-52.639999	-593.250000	-115.849998	0.00	0.00	0.00
14.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.712891	0.090332	1.734863	-34.090000	-627.340027	-114.520004	0.00	0.00	0.00
14.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.913574	0.078613	1.530762	-19.250000	-640.710022	-116.760002	0.00	0.00	0.00
14.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.936523	0.241211	1.256836	7.000000	-637.700012	-119.559998	0.00	0.00	0.00
14.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.074707	0.516602	1.443359	58.869999	-626.710022	-113.959999	0.00	0.00	0.00
14.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.075195	0.544922	1.464355	122.290001	-613.970032	-91.279999	0.00	0.00	0.00
14.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.150391	0.513184	1.772461	168.139999	-595.210022	-52.990002	0.00	0.00	0.00
14.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.302246	0.536621	2.229004	182.490005	-572.739990	-3.010000	0.00	0.00	0.00
14.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.587891	0.671387	2.660156	162.330002	-558.250000	61.459999	0.00	0.00	0.00
14.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2.024414	0.754883	2.870117	128.169998	-550.270020	137.550003	0.00	0.00	0.00
14.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2.552246	0.529297	2.876465	127.820000	-537.179993	204.680008	0.00	0.00	0.00
14.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3.211426	0.072266	2.827148	151.270004	-512.260010	242.619995	0.00	0.00	0.00
14.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-3.686035	-0.274902	2.934082	153.720001	-479.850006	249.759995	3.00	0.00	0.00
14.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3.981445	-0.473145	2.906738	120.120003	-449.750000	235.130005	0.00	0.00	0.00
14.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-4.143066	-0.301270	2.684082	60.900002	-420.559998	208.880005	0.00	0.00	0.00
14.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-4.363281	0.336914	1.022949	-0.910000	-329.489990	192.779999	0.00	0.00	0.00
14.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-5.298828	0.118652	0.804199	17.219999	-252.350006	188.860001	3.00	0.00	0.00
14.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.25	0.00	0.00	0.00	0.00	0.00	-5.740723	0.348633	0.148438	16.590000	-193.970001	122.150002	8.00	0.00	0.00
14.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.25	0.00	0.00	0.00	0.00	0.00	-5.853027	0.278809	-0.253418	64.680000	-135.660004	16.590000	5.00	0.00	0.00
14.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.25	0.00	0.00	0.00	0.00	0.00	-5.845703	-0.514648	-0.182129	144.410004	-70.279999	-77.910004	8.00	0.00	0.00
14.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	-5.716797	-1.412598	-0.147949	140.000000	-3.850000	-112.349998	5.00	0.00	0.00
14.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.50	0.25	0.00	0.00	0.00	0.00	0.00	-5.149414	-1.146973	-0.028320	28.910000	65.099998	-91.840004	11.00	0.00	0.00
14.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-4.319336	-0.074707	0.410645	-57.189999	129.850006	-56.980000	3.00	0.00	0.00
14.40	0.50	2.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	1.233398	1.366211	3.253906	-43.119999	247.520004	-45.360001	34.00	0.00	0.00
14.41	1.75	7.00	0.75	2.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	2.899902	1.092773	1.410645	-21.280001	137.199997	12.530000	118.00	-0.35	-0.11
14.42	4.25	11.00	2.00	4.25	0.00	0.00	0.00	0.00	0.50	0.75	0.50	0.00	0.00	0.00	0.00	0.00	1.703613	0.207520	-0.717773	-43.889999	143.850006	27.790001	234.00	-0.32	-0.08
14.43	10.25	16.25	3.50	8.00	0.00	0.00	0.00	0.00	0.50	0.75	0.50	0.00	0.00	0.25	0.00	0.00	-1.419434	0.383789	1.645996	-77.000000	258.230011	21.980000	404.00	-0.33	-0.07
14.44	17.50	21.00	6.50	10.25	0.25	0.25	0.00	0.00	0.50	0.75	0.75	0.25	0.00	0.25	0.00	0.00	-1.597656	-0.096191	3.891113	-112.000000	314.019989	35.910000	592.00	-0.34	-0.05
14.45	21.75	22.75	8.75	12.25	0.50	1.00	0.00	0.00	0.50	0.75	0.50	0.50	0.00	0.25	0.00	0.00	-0.271973	-0.745117	2.818359	-115.290001	289.100006	38.639999	710.00	-0.34	-0.05
14.46	23.50	22.75	10.25	14.00	1.00	2.25	0.00	0.00	0.75	0.75	0.50	0.25	0.00	0.50	0.00	0.00	-0.381836	-0.963867	2.188965	-119.489998	261.730011	-2.380000	786.00	-0.33	-0.05
14.47	24.25	22.75	11.75	14.75	1.75	3.50	0.00	0.00	0.75	1.25	0.25	0.25	0.00	0.75	0.00	0.00	-0.350098	-0.451172	2.452637	-73.290001	223.300003	-48.160000	845.00	-0.32	-0.04
14.48	24.25	22.50	12.50	15.25	2.25	4.50	0.00	0.25	0.75	0.75	0.50	0.75	0.00	0.75	0.00	0.00	-0.302246	0.209473	1.939453	-15.750000	163.449997	-68.250000	880.00	-0.31	-0.05
14.49	23.75	22.00	12.75	15.75	2.50	5.25	0.00	0.50	0.75	0.50	0.25	0.25	0.00	0.75	0.00	0.00	-0.217773	0.769531	1.776367	15.260000	118.580002	-52.849998	882.00	-0.31	-0.05
14.50	23.25	21.50	12.50	15.50	2.75	5.75	0.25	0.50	0.25	0.25	0.00	0.00	0.00	0.75	0.00	0.00	-0.237793	0.682129	1.520020	12.810000	82.879997	-20.440001	864.00	-0.32	-0.06
14.51	22.00	20.75	12.25	14.75	2.75	5.50	0.25	0.50	0.25	0.25	0.25	0.25	0.25	0.75	0.00	0.00	-0.124023	0.407715	1.419434	-11.130000	57.610001	2.450000	838.00	-0.31	-0.06
14.52	21.00	20.00	11.75	14.25	2.50	5.50	0.00	0.50	0.25	0.00	0.00	0.25	0.00	0.75	0.00	0.00	0.040039	-0.041016	1.077148	-10.570000	38.849998	12.810000	796.00	-0.32	-0.06
14.53	19.00	18.75	11.25	13.50	2.50	5.50	0.25	0.50	0.50	0.00	0.00	0.00	0.00	0.50	0.00	0.00	-0.035645	0.207520	1.023438	5.180000	36.540001	-1.260000	752.00	-0.31	-0.06
14.54	17.00	17.25	10.75	13.00	2.50	5.25	0.25	0.75	0.25	0.00	0.00	0.00	0.00	0.50	0.00	0.00	-0.037598	0.351074	0.836426	-1.750000	35.000000	2.380000	705.00	-0.31	-0.06
14.55	15.75	16.00	10.00	12.25	2.25	5.25	0.00	0.75	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	-0.009277	0.210449	0.753906	-13.510000	44.939999	9.660000	652.00	-0.32	-0.07
14.56	13.75	14.75	9.75	11.50	2.50	5.00	0.00	0.75	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.029785	0.072266	0.781738	-26.809999	56.490002	7.560000	611.00	-0.31	-0.07
14.57	12.75	13.75	9.25	11.25	2.75	5.25	0.00	0.75	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.048828	-0.081055	0.651855	-25.830000	68.459999	2.030000	588.00	-0.31	-0.07
14.58	11.25	13.00	9.25	11.00	3.00	5.50	0.25	1.00	0.00	0.00	0.00	0.00	0.00	0.75	0.00	0.00	0.104492	-0.055664	0.733887	-19.879999	89.389999	-8.820000	578.00	-0.29	-0.07
14.59	10.50	12.25	9.25	10.75	4.00	6.00	0.25	1.50	0.00	0.25	0.00	0.00	0.00	0.50	0.00	0.00	-0.013184	0.075684	0.855469	-19.600000	106.260002	-19.320000	585.00	-0.28	-0.08
14.60	9.25	11.25	9.25	10.75	4.50	6.50	0.25	1.75	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	-0.113281	0.289551	0.976562	-36.049999	117.389999	-23.100000	575.00	-0.28	-0.09
14.61	9.00	10.50	9.00	10.50	5.75	7.00	0.50	2.25	0.00	0.25	0.00	0.00	0.50	0.50	0.00	0.00	-0.330078	0.143555	1.970703	-44.730000	100.870003	-15.260000	598.00	-0.26	-0.09
14.62	8.00	9.50	9.00	10.25	6.00	7.25	0.50	2.75	0.00	0.50	0.00	0.00	0.75	0.75	0.00	0.00	-0.177734	0.138184	1.085938	-44.170002	10.570000	-12.880000	595.00	-0.24	-0.09
14.63	7.25	8.50	8.75	9.75	6.25	7.00	0.75	2.75	0.00	0.50	0.00	0.00	1.25	1.25	0.00	0.00	-0.153320	0.118164	1.011230	-23.730000	-20.580000	-9.590000	583.00	-0.23	-0.09
14.64	6.25	7.75	8.25	9.25	6.50	7.00	1.00	3.25	0.50	0.75	0.25	0.25	1.75	1.00	0.00	0.00	-0.138672	0.076660	1.016602	-11.970000	-19.389999	-9.520000	585.00	-0.20	-0.10
14.65	5.75	7.00	8.25	9.00	6.75	6.75	1.00	3.75	0.75	0.75	0.00	0.50	2.00	1.00	0.00	0.00	-0.170898	0.121582	0.988770	-8.540000	-18.410000	-10.080000	583.00	-0.19	-0.10
14.66	5.25	6.25	7.75	8.25	7.00	6.50	1.50	3.75	1.00	1.00	0.50	0.50	3.00	1.50	0.00	0.25	-0.137695	0.109863	0.978516	-7.070000	-19.670000	-9.590000	590.00	-0.16	-0.09
14.67	4.50	6.00	7.50	8.00	7.25	6.50	1.75	4.25	1.25	1.25	0.50	1.00	3.50	1.75	0.00	0.25	-0.154297	0.090332	1.000977	-6.090000	-19.740000	-9.310000	606.00	-0.14	-0.10
14.68	4.00	5.25	7.50	7.50	7.25	6.25	1.75	4.75	1.50	1.50	1.00	1.25	4.00	1.75	0.00	0.50	-0.145996	0.108887	0.992188	-5.600000	-16.870001	-8.890000	613.00	-0.12	-0.10
14.69	3.25	4.75	6.75	6.50	7.25	5.75	1.75	5.00	1.75	1.75	1.00	1.75	5.00	2.00	0.00	0.50	-0.132324	0.106934	1.021973	-4.340000	-10.710000	-7.770000	602.00	-0.10	-0.11
14.70	3.00	4.50	6.25	5.50	6.75	5.25	2.00	5.25	2.00	1.75	1.25	1.75	5.25	2.50	0.25	0.75	-0.124023	0.089844	0.990723	-1.330000	-3.290000	-7.280000	593.00	-0.08	-0.11
14.71	2.75	3.25	5.25	4.75	6.25	4.50	1.75	5.25	2.75	2.25	1.75	2.25	6.25	3.00	0.25	1.00	-0.116699	0.139160	0.991699	3.570000	4.130000	-7.420000	582.00	-0.04	-0.11
14.72	2.00	2.50	5.00	4.00	5.75	3.25	2.00	5.25	3.50	3.25	2.50	2.75	7.25	3.50	0.50	1.25	-0.116699	0.139160	0.991699	3.570000	11.130000	-9.030000	592.00	0.00	-0.10
14.73	1.50	2.25	3.75	3.00	4.50	2.00	1.75	5.00	4.50	4.25	3.00	3.50	7.75	4.50	0.50	1.50	-0.130859	0.100586	1.023438	6.300000	20.020000	-12.180000	575.00	0.05	-0.09
14.74	1.00	1.50	2.50	2.00	3.25	1.00	1.75	5.00	5.75	6.00	3.75	4.25	8.00	6.25	0.50	1.50	-0.136230	0.135254	1.040527	8.750000	28.280001	-14.280000	581.00	0.11	-0.08
14.75	1.00	1.50	2.00	1.50	2.00	0.50	1.50	4.50	6.75	7.75	6.25	5.75	8.50	7.75	0.75	2.00	-0.125977	0.213867	1.052734	13.790000	43.049999	-19.040001	635.00	0.15	-0.07
14.76	0.75	1.25	1.50	1.00	1.25	0.25	1.25	3.75	7.75	8.50	7.50	6.50	8.50	9.50	1.00	2.25	-0.151367	0.154297	1.075684	15.330000	64.680000	-24.570000	654.00	0.18	-0.06
14.77	0.75	1.00	1.25	0.75	0.50	0.00	1.00	3.25	8.50	9.00	8.25	7.25	8.50	11.25	1.50	2.25	-0.140137	0.115723	1.069336	14.490000	93.519997	-29.540001	675.00	0.20	-0.05
14.78	0.50	0.75	1.00	0.50	0.25	0.00	0.50	2.75	9.25	9.50	8.75	7.50	8.25	13.75	1.75	2.75	-0.098633	0.025879	1.374512	8.260000	130.759995	-28.770000	694.00	0.22	-0.04
14.79	0.50	0.50	0.75	0.75	0.25	0.00	0.25	2.25	9.75	10.25	9.25	7.75	8.00	15.50	2.25	3.00	-0.234375	0.144043	1.143066	6.370000	177.520004	-24.639999	721.00	0.24	-0.03
14.80	0.50	0.75	0.50	0.25	0.00	0.00	0.00	1.50	10.25	10.50	9.50	7.50	7.75	17.25	2.75	3.25	-0.258301	0.082031	1.244141	10.290000	224.839996	-23.660000	726.00	0.25	-0.02
14.81	0.25	0.50	0.50	0.50	0.00	0.00	0.00	1.00	10.50	10.75	9.50	7.50	6.75	18.75	3.25	3.50	-0.292969	0.118652	1.265137	5.040000	263.899994	-21.350000	733.00	0.26	-0.01
14.82	0.50	0.75	0.50	0.00	0.00	0.00	0.00	1.00	10.25	10.75	9.50	7.25	6.00	20.00	3.75	4.00	-0.442383	0.066406	1.544922	-4.060000	305.970001	-25.690001	738.00	0.27	-0.00
14.83	0.00	0.50	0.50	0.00	0.00	0.00	0.00	0.50	10.00	10.75	9.25	6.75	5.25	21.00	5.00	4.00	-0.382324	0.363770	1.449707	-6.790000	339.570007	-36.750000	727.00	0.28	0.01
14.84	0.25	0.25	0.25	0.00	0.00	0.00	0.00	0.25	9.75	10.75	8.75	5.50	4.25	21.25	5.50	3.75	-0.443848	0.336426	1.532715	-0.140000	372.610016	-55.090000	697.00	0.29	0.02
14.85	0.25	0.75	0.25	0.00	0.00	0.00	0.00	0.25	9.00	10.50	8.25	4.75	3.00	21.00	5.50	3.50	-0.565918	0.430664	1.766113	6.230000	415.799988	-77.000000	661.00	0.29	0.03
14.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.25	10.25	7.75	3.50	2.00	19.75	5.25	2.75	-0.508789	0.364746	1.714355	-4.550000	481.670013	-100.029999	588.00	0.31	0.05
14.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.00	9.25	6.50	2.50	1.25	17.25	4.50	2.00	-0.809082	0.605469	1.939453	-33.670002	563.289978	-123.690002	498.00	0.31	0.06
14.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.50	8.00	4.25	1.75	0.25	13.50	3.00	1.25	-1.116699	0.680664	2.513184	-50.330002	644.140015	-141.960007	374.00	0.31	0.08
14.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	6.00	2.50	1.25	0.00	9.50	1.50	0.50	-1.911621	0.725586	3.388672	-41.439999	701.679993	-132.789993	253.00	0.31	0.09
14.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.50	4.25	2.00	1.00	0.00	6.50	0.75	0.25	-1.910645	1.032227	3.769043	62.020000	707.070007	-101.919998	173.00	0.30	0.09
14.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	3.25	1.25	0.75	0.00	4.75	0.25	0.00	-1.679199	0.878906	4.310547	183.820007	672.489990	-91.209999	124.00	0.30	0.10
14.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.25	2.00	0.50	0.00	0.00	2.25	0.00	0.00	0.040527	0.853516	4.702148	252.210007	523.880005	-149.029999	62.00	0.30	0.14
