# time	right pressure 1[N/cm²]	right pressure 2[N/cm²]	right pressure 3[N/cm²]	right pressure 4[N/cm²]	right pressure 5[N/cm²]	right pressure 6[N/cm²]	right pressure 7[N/cm²]	right pressure 8[N/cm²]	right pressure 9[N/cm²]	right pressure 10[N/cm²]	right pressure 11[N/cm²]	right pressure 12[N/cm²]	right pressure 13[N/cm²]	right pressure 14[N/cm²]	right pressure 15[N/cm²]	right pressure 16[N/cm²]	right acceleration X[g]	right acceleration Y[g]	right acceleration Z[g]	right angular X[dps]	right angular Y[dps]	right angular Z[dps]	right total force[N]	right center of pressure X[%]	right center of pressure Y[%]
8.05	0.25	0.25	0.50	0.00	0.00	0.00	0.25	2.00	8.50	9.00	7.50	5.75	8.00	18.75	7.25	5.25	-0.041016	0.115234	1.266113	22.820000	63.840000	-28.350000	723.00	0.27	-0.03
8.06	0.00	0.00	0.75	0.00	0.00	0.00	0.00	1.50	9.50	9.75	8.00	6.75	8.00	20.25	8.00	6.00	-0.253418	0.164062	1.270020	31.219999	102.970001	-30.660000	770.00	0.28	-0.02
8.07	0.00	0.25	0.25	0.00	0.00	0.00	0.00	1.00	10.00	10.25	8.50	6.75	7.50	21.75	9.00	6.25	-0.288574	0.156738	1.316406	28.840000	180.039993	-30.940001	797.00	0.29	-0.01
8.08	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.75	10.50	10.75	8.75	6.75	7.25	22.75	9.75	7.00	-0.053223	0.401367	1.272949	18.690001	235.059998	-32.970001	823.00	0.29	-0.01
8.09	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.75	11.00	11.00	8.75	6.25	6.25	24.25	10.50	7.25	-0.315430	0.229980	1.393066	1.890000	289.170013	-35.139999	843.00	0.30	0.00
8.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	11.25	11.00	8.50	5.75	5.75	25.00	11.00	8.00	-0.335938	0.199219	1.287109	-15.120000	319.829987	-39.619999	837.00	0.31	0.01
8.11	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.25	11.00	11.50	8.25	5.50	4.75	25.50	11.50	8.00	-0.420410	0.197754	1.401855	-20.860001	345.100006	-46.060001	837.00	0.31	0.02
8.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.75	11.75	8.00	5.00	3.75	25.25	11.50	8.25	-0.406738	0.043457	1.309570	-22.400000	373.869995	-49.770000	813.00	0.31	0.02
8.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	11.75	8.25	4.75	3.00	25.00	11.50	8.50	-0.416016	0.156738	1.237305	-14.490000	466.619995	-44.310001	796.00	0.32	0.03
8.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.00	11.75	8.25	4.25	2.00	23.75	11.25	8.50	-0.657227	0.416504	1.286621	-7.350000	533.960022	-51.310001	755.00	0.32	0.03
8.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.75	11.00	8.00	3.75	1.25	21.50	10.50	8.25	-1.060059	0.471680	2.061035	9.590000	600.109985	-63.560001	688.00	0.32	0.03
8.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.00	9.75	6.75	3.25	1.00	19.00	9.25	7.25	-1.773926	0.730469	2.966797	51.240002	653.309998	-59.709999	592.00	0.32	0.02
8.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.50	7.75	3.75	2.25	0.75	15.50	7.50	5.25	-2.776367	0.632324	4.062500	112.209999	685.090027	-34.369999	448.00	0.33	0.03
8.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.25	5.50	2.25	1.25	0.00	11.00	5.25	3.00	-2.999512	0.522461	4.271973	180.529999	700.140015	11.900000	302.00	0.33	0.05
8.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	3.50	1.00	1.25	0.25	7.50	3.50	1.00	-2.537109	-0.141113	5.206055	249.199997	669.130005	11.130000	194.00	0.33	0.05
8.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.25	2.25	0.75	0.75	0.00	4.75	1.50	0.50	-1.262695	0.339844	5.539062	230.160004	615.859985	-26.389999	114.00	0.33	0.07
8.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	1.50	0.00	0.00	0.00	1.50	0.00	0.00	0.269043	0.194824	4.513184	197.050003	561.260010	-91.769997	32.00	0.00	0.00
8.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.75	0.00	0.25	0.314453	-0.119629	4.252441	186.479996	524.229980	-211.050003	13.00	0.00	0.00
8.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.50	0.00	0.00	-0.378906	4.039062	8.323242	190.330002	418.040009	-209.509995	9.00	0.00	0.00
8.24	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.00	0.00	0.00	0.25	0.00	0.00	2.717773	2.459961	6.220215	132.930008	153.020004	-97.160004	12.00	0.00	0.00
8.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.25	0.00	0.00	1.876465	1.771484	4.392578	13.440001	-100.099998	47.670002	7.00	0.00	0.00
8.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	1.151855	1.155273	2.800781	-106.260002	-215.600006	140.139999	5.00	0.00	0.00
8.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	1.279297	1.103516	1.797363	-152.039993	-232.330002	162.960007	3.00	0.00	0.00
8.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	1.312500	0.978027	1.560547	-101.010002	-214.690002	147.000000	3.00	0.00	0.00
8.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	1.301270	0.558105	1.998535	-20.719999	-217.350006	111.020004	5.00	0.00	0.00
8.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.00	0.00	0.00	0.00	0.00	0.00	1.316895	-0.051270	2.270508	14.910000	-259.209991	62.439999	8.00	0.00	0.00
8.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	1.053711	-0.241211	2.403320	-4.620000	-327.880005	18.480000	5.00	0.00	0.00
8.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.646973	-0.125000	2.280762	-48.650002	-401.380005	-9.170000	5.00	0.00	0.00
8.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.226562	-0.006348	2.073242	-84.000000	-464.660004	-24.360001	5.00	0.00	0.00
8.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-0.359375	0.140137	1.975586	-88.550003	-548.450012	-43.049999	3.00	0.00	0.00
8.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-0.566406	0.105957	1.925293	-77.910004	-577.780029	-47.320000	3.00	0.00	0.00
8.36	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-0.795898	0.198242	2.114258	-64.680000	-597.869995	-51.029999	5.00	0.00	0.00
8.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.863281	0.295898	2.278809	-46.130001	-618.450012	-53.060001	0.00	0.00	0.00
8.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.961426	0.395508	2.409180	-24.290001	-640.220032	-51.799999	0.00	0.00	0.00
8.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.080566	0.414551	2.227539	-6.440000	-649.880005	-47.529999	0.00	0.00	0.00
8.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.374512	0.577148	2.217773	17.360001	-642.179993	-43.680000	0.00	0.00	0.00
8.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.633789	0.852539	2.399902	57.049999	-623.979980	-36.470001	0.00	0.00	0.00
8.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.872070	1.033203	2.713867	105.419998	-604.729980	-13.860000	0.00	0.00	0.00
8.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2.212402	0.937500	3.098145	138.110001	-585.830017	35.420002	0.00	0.00	0.00
8.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2.805176	0.716309	3.281738	148.399994	-565.669983	100.940002	0.00	0.00	0.00
8.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3.461914	0.575684	3.272461	136.289993	-540.119995	157.639999	0.00	0.00	0.00
8.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-4.172363	0.518066	3.148438	125.160004	-506.170013	196.839996	3.00	0.00	0.00
8.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-5.113770	-0.033691	2.722168	82.879997	-468.720001	215.669998	0.00	0.00	0.00
8.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-4.846680	0.859863	2.092285	41.090000	-411.880005	236.250000	0.00	0.00	0.00
8.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-5.379395	0.988281	1.953125	64.750000	-361.480011	288.049988	0.00	0.00	0.00
8.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-5.936035	-0.040039	0.497070	64.400002	-291.549988	332.570007	0.00	0.00	0.00
8.51	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-7.075684	0.046875	0.234375	9.100000	-216.440002	301.209991	5.00	0.00	0.00
8.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-7.262207	-0.012207	-0.733398	75.599998	-76.720001	77.840004	3.00	0.00	0.00
8.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-7.262207	-0.012207	-0.733398	75.599998	-76.720001	77.840004	0.00	0.00	0.00
8.54	0.00	0.50	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-8.965820	-2.584961	-0.945312	-9.100000	133.979996	1.820000	10.00	0.00	0.00
8.55	2.00	4.75	0.75	1.75	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-0.977051	0.852539	1.376465	-107.379997	297.920013	18.549999	95.00	-0.36	-0.09
8.56	11.00	14.75	3.25	5.00	0.00	0.00	0.00	0.00	0.00	0.50	0.25	0.25	0.00	0.00	0.00	0.00	3.343262	0.130859	3.117676	-17.570000	329.910004	59.990002	351.00	-0.36	-0.06
8.57	21.50	20.50	7.50	9.25	0.25	0.00	0.00	0.00	0.25	0.25	0.00	0.25	0.00	0.00	0.00	0.00	-1.646973	-0.974609	2.136230	-38.500000	331.730011	36.330002	608.00	-0.36	-0.04
8.58	23.75	21.50	10.00	11.50	0.50	0.25	0.00	0.00	0.25	0.25	0.00	0.25	0.00	0.50	0.00	0.00	-2.593262	-0.700195	5.066895	-54.950001	471.100006	2.800000	702.00	-0.35	-0.03
8.59	24.25	21.50	12.00	13.00	1.75	1.75	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.50	0.00	0.00	-0.750977	-0.501953	5.197266	-63.980000	359.660004	-27.580000	771.00	-0.34	-0.04
8.60	23.75	20.25	12.50	13.50	2.25	2.75	0.00	0.00	0.25	0.25	0.00	0.00	0.00	0.50	0.00	0.00	-0.076660	0.050293	1.327637	-45.500000	212.869995	-53.689999	785.00	-0.33	-0.04
8.61	22.25	19.50	12.75	13.75	4.00	4.50	0.25	0.25	0.00	0.25	0.00	0.00	0.00	0.50	0.00	0.00	-0.081543	0.724609	0.997559	15.610000	212.800003	-39.340000	810.00	-0.32	-0.04
8.62	21.00	18.75	13.00	14.00	5.00	6.00	0.25	0.50	0.00	0.25	0.00	0.25	0.00	0.25	0.00	0.00	-0.472656	0.363770	2.112793	26.809999	199.850006	-10.010000	828.00	-0.31	-0.05
8.63	20.25	18.75	12.75	14.00	5.50	6.75	0.25	0.75	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	-0.373535	0.103516	1.860840	10.220000	139.580002	-1.540000	831.00	-0.31	-0.06
8.64	19.50	17.75	12.75	13.75	5.75	7.50	0.25	1.00	0.00	0.25	0.00	0.00	0.00	0.50	0.00	0.00	-0.063477	0.045410	1.099121	7.280000	92.050003	-5.810000	829.00	-0.30	-0.06
8.65	18.50	17.00	12.25	13.50	6.00	7.75	0.25	1.25	0.00	0.00	0.00	0.00	0.25	0.50	0.00	0.00	-0.006836	0.206055	0.907227	7.000000	83.370003	-9.450000	812.00	-0.30	-0.06
8.66	17.25	16.00	12.00	13.00	6.25	7.75	0.25	1.50	0.00	0.00	0.00	0.00	0.25	0.25	0.00	0.00	-0.132324	0.261230	1.276855	-2.940000	81.059998	-7.350000	786.00	-0.29	-0.07
8.67	16.00	15.00	11.50	12.50	6.25	7.75	0.25	1.75	0.00	0.00	0.00	0.00	0.00	0.75	0.00	0.00	-0.126953	0.230469	1.067871	-14.000000	61.740002	-1.820000	759.00	-0.29	-0.07
8.68	14.00	13.50	10.75	11.75	6.25	7.50	0.50	1.75	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	-0.081055	0.062988	1.002930	-15.820000	55.860001	1.610000	707.00	-0.28	-0.07
8.69	11.75	12.00	10.00	10.75	6.00	7.25	0.50	1.75	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	-0.114258	0.032715	1.118164	-11.270000	53.130001	-1.540000	645.00	-0.27	-0.07
8.70	9.75	10.25	9.50	10.00	5.75	7.00	0.50	1.75	0.00	0.00	0.00	0.00	0.25	0.50	0.00	0.00	-0.108887	0.053223	0.988281	-4.760000	48.369999	-5.670000	591.00	-0.27	-0.08
8.71	8.00	9.00	8.50	9.25	5.50	6.25	0.50	2.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	-0.014648	0.033203	0.988770	-1.470000	52.709999	-10.430000	533.00	-0.26	-0.08
8.72	6.75	7.75	7.75	8.75	5.25	5.75	0.50	2.00	0.00	0.00	0.00	0.00	0.00	0.75	0.00	0.00	-0.162598	0.091797	1.033691	-0.070000	57.680000	-17.780001	488.00	-0.25	-0.08
8.73	5.50	6.50	7.00	7.75	5.00	5.50	0.75	2.50	0.00	0.00	0.00	0.00	0.75	1.00	0.00	0.00	-0.119629	0.197754	1.024414	-7.070000	59.360001	-21.070000	459.00	-0.23	-0.09
8.74	4.25	5.50	5.75	7.00	4.50	4.75	0.75	2.25	0.00	0.50	0.00	0.00	1.00	1.00	0.00	0.00	-0.219727	0.114258	1.044434	-8.050000	33.880001	-19.670000	405.00	-0.21	-0.10
8.75	3.50	4.75	5.25	5.75	4.25	3.50	0.75	2.75	0.00	0.75	0.00	0.25	1.50	1.00	0.00	0.00	-0.272949	0.161621	1.016602	-7.210000	13.020000	-18.480000	371.00	-0.19	-0.10
8.76	2.50	4.00	4.50	5.25	3.75	2.50	1.00	2.50	0.50	0.75	0.00	0.25	2.25	2.00	0.00	0.25	-0.209473	0.121094	0.968262	-6.160000	4.200000	-14.840000	347.00	-0.14	-0.09
8.77	2.00	3.00	4.00	4.50	3.50	1.75	1.00	2.50	0.75	1.25	0.00	0.50	3.00	2.50	0.00	0.50	-0.206055	0.118652	0.986328	-6.370000	2.870000	-12.180000	331.00	-0.10	-0.09
8.78	1.75	2.50	3.25	3.75	3.50	1.25	1.00	2.50	1.50	1.25	0.25	1.00	3.75	3.25	0.50	0.75	-0.175293	0.129395	0.960449	-7.210000	2.450000	-11.480000	339.00	-0.04	-0.09
8.79	1.25	1.50	2.75	3.00	3.00	1.00	1.00	2.50	1.75	1.50	0.75	0.75	4.00	5.75	0.50	1.00	-0.176758	0.114258	0.981445	-6.790000	2.940000	-11.900000	336.00	0.03	-0.07
8.80	1.50	1.50	2.50	1.75	2.75	0.50	1.00	2.75	2.50	2.50	1.00	1.50	4.75	6.50	0.75	1.25	-0.204590	0.127930	0.959473	-4.830000	4.550000	-13.440001	365.00	0.07	-0.06
8.81	1.00	1.75	2.50	1.50	2.25	0.25	1.00	2.75	3.25	3.00	1.25	2.00	5.25	7.75	1.25	1.50	-0.191406	0.104492	0.974121	-3.150000	6.580000	-14.350000	396.00	0.11	-0.05
8.82	1.00	1.00	1.75	1.25	2.00	0.00	1.00	2.50	4.25	4.00	2.00	2.00	5.50	9.50	1.75	2.00	-0.168945	0.122070	0.994141	-2.310000	9.380000	-15.260000	425.00	0.16	-0.04
8.83	0.25	0.50	1.25	1.50	1.50	0.00	0.75	2.50	5.50	4.75	2.50	2.75	6.00	10.75	2.75	2.50	-0.208496	0.145508	0.988770	-0.490000	14.700000	-18.059999	466.00	0.20	-0.04
8.84	0.50	0.50	0.75	0.50	0.75	0.00	0.50	2.00	6.75	6.75	3.25	3.25	6.50	12.75	3.75	3.00	-0.182129	0.107422	1.011719	2.450000	23.799999	-22.190001	517.00	0.24	-0.02
8.85	0.25	0.50	0.75	0.75	0.50	0.00	0.50	1.75	7.50	8.25	4.00	3.50	7.25	14.50	5.00	4.25	-0.197266	0.129883	1.008301	6.090000	34.860001	-24.639999	588.00	0.25	-0.02
8.86	0.25	0.50	1.00	0.50	0.25	0.00	0.25	1.75	8.50	9.00	5.50	4.50	7.25	16.25	6.50	5.25	-0.247559	0.177734	1.027832	17.850000	46.549999	-28.350000	665.00	0.26	-0.02
8.87	0.25	0.00	0.75	0.00	0.00	0.00	0.00	1.25	9.25	9.75	7.00	5.00	7.25	18.00	7.25	6.00	-0.212402	0.108887	1.072266	21.559999	66.779999	-28.000000	703.00	0.28	-0.01
8.88	0.25	0.00	0.25	0.00	0.00	0.00	0.00	0.75	10.25	10.50	8.00	5.00	7.00	19.75	8.00	6.50	-0.285156	0.202148	1.187988	21.770000	122.430000	-24.290001	745.00	0.29	-0.00
8.89	0.25	0.00	0.25	0.00	0.00	0.00	0.00	0.75	10.75	11.00	8.25	5.25	6.50	21.25	9.25	6.75	-0.266113	0.181152	1.224121	16.100000	184.169998	-22.540001	785.00	0.29	0.00
8.90	0.25	0.00	0.25	0.25	0.00	0.00	0.00	0.50	11.50	11.25	8.25	5.00	6.25	22.75	10.00	7.50	-0.041992	0.264648	1.208984	12.250000	228.270004	-27.160000	816.00	0.30	0.01
8.91	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.50	11.75	11.50	8.25	4.50	5.50	23.75	10.75	8.00	-0.346191	0.120117	1.361816	5.390000	257.179993	-29.049999	824.00	0.30	0.02
8.92	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.25	12.00	12.00	8.00	4.25	4.75	24.50	11.50	8.50	-0.446289	0.192383	1.474121	-27.160000	327.320007	-36.330002	834.00	0.31	0.02
8.93	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	12.00	12.00	7.75	3.25	4.00	25.50	11.75	8.75	-0.446289	0.192383	1.474121	-27.160000	327.320007	-36.330002	826.00	0.31	0.04
8.94	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	11.50	12.25	7.75	3.25	3.00	25.50	12.00	9.00	-0.520020	0.099121	1.399414	-30.730000	395.570007	-43.750000	814.00	0.32	0.04
8.95	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	10.75	12.50	7.50	2.50	2.25	25.00	12.00	9.00	-0.445801	0.114258	1.241699	-25.059999	448.000000	-43.189999	785.00	0.32	0.04
8.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.75	12.75	7.50	2.25	1.75	24.25	11.75	9.00	-0.653809	0.266113	1.333008	-23.100000	517.020020	-55.090000	757.00	0.32	0.04
8.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.50	12.00	7.50	2.25	1.25	22.50	11.25	8.50	-0.803223	0.375977	1.743164	-23.799999	589.679993	-71.260002	705.00	0.32	0.04
8.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.50	10.75	6.00	1.75	0.50	19.50	9.50	7.25	-1.667969	0.499512	2.898438	5.390000	661.570007	-75.320000	588.00	0.32	0.04
8.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	8.75	3.25	1.25	0.25	15.75	8.00	5.50	-2.498535	0.492676	3.883789	49.910000	704.409973	-53.130001	454.00	0.33	0.05
9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.75	6.50	2.00	0.75	0.00	11.00	5.75	3.00	-3.291504	0.766602	4.440918	129.500000	714.770020	-2.240000	316.00	0.33	0.06
9.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.50	4.50	1.00	0.50	0.00	7.25	3.75	1.25	-2.479004	-0.121582	5.415039	238.350006	688.869995	16.660000	203.00	0.33	0.07
9.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.50	2.75	0.50	0.25	0.00	4.50	1.50	0.25	-1.317383	0.131836	5.824707	230.229996	644.349976	-11.200000	112.00	0.33	0.10
9.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	1.25	0.00	0.00	0.00	1.50	0.00	0.25	0.155273	0.206055	4.998535	172.410004	579.880005	-67.340004	30.00	0.00	0.00
9.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.50	0.00	0.00	0.941406	0.253418	5.001465	113.330002	525.630005	-146.509995	15.00	0.00	0.00
9.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	1.00	0.00	0.00	0.00	0.50	0.00	0.00	0.153809	3.811523	8.048828	96.110001	422.869995	-114.590004	18.00	0.00	0.00
9.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	3.102539	2.034668	6.576660	51.450001	127.820000	-8.750000	10.00	0.00	0.00
9.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.25	0.00	0.00	0.00	0.00	0.00	2.030762	1.271484	4.409668	-25.969999	-140.419998	92.470001	13.00	0.00	0.00
9.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.00	0.00	0.00	0.00	0.00	0.00	1.340820	0.703613	2.710938	-87.360001	-249.479996	137.410004	8.00	0.00	0.00
9.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.00	0.00	0.00	0.00	0.00	0.00	1.260742	0.635742	1.871582	-92.400002	-256.829987	126.770004	8.00	0.00	0.00
9.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	1.316895	0.466797	1.836426	-38.009998	-251.440002	94.150002	5.00	0.00	0.00
9.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	1.219727	0.186523	2.336914	18.969999	-286.019989	58.799999	5.00	0.00	0.00
9.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	1.058594	-0.067383	2.529785	38.920002	-364.140015	26.389999	5.00	0.00	0.00
9.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.131348	0.037598	2.378418	-0.350000	-524.789978	-7.350000	5.00	0.00	0.00
9.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-0.185547	0.338867	1.927734	-33.670002	-577.710022	-0.140000	3.00	0.00	0.00
9.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	-0.466309	0.670898	1.489258	-54.389999	-599.200012	24.990000	5.00	0.00	0.00
9.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-0.767578	0.783203	1.231934	-49.840000	-588.770020	60.619999	3.00	0.00	0.00
9.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-0.866211	0.648438	1.140625	-36.540001	-563.500000	94.010002	3.00	0.00	0.00
9.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	-0.886719	0.495117	1.370117	-28.700001	-538.859985	116.340004	5.00	0.00	0.00
9.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	-0.857422	0.416016	1.644043	-25.549999	-527.659973	123.970001	5.00	0.00	0.00
9.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	-0.945312	0.370605	1.769531	-19.530001	-523.320007	112.000000	5.00	0.00	0.00
9.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	-1.063965	0.409668	1.891602	-4.970000	-519.330017	85.540001	5.00	0.00	0.00
9.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	-1.092773	0.548828	2.101074	11.060000	-512.609985	60.410000	5.00	0.00	0.00
9.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-1.131348	0.796387	2.521973	26.040001	-509.739990	50.750000	3.00	0.00	0.00
9.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.323730	0.941895	2.795898	28.139999	-514.570007	57.189999	0.00	0.00	0.00
9.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	-1.804199	1.245117	2.783691	11.760000	-519.890015	72.519997	5.00	0.00	0.00
